Finding ID,Report ID,Institution,Institution Type,Report Title ,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Sources Checked (channel A),Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,,Eval? (trackable),Action Trackable?,Finding Type,Tags,Scope,Notes
SCALEAI-2025-01b-GOV1,SCALEAI-2025-01b,Scale AI,For-Profit,MultiChallenge: A Realistic Multi-Turn Conversation Evaluation Benchmark Challenging to Frontier LLMs,2025-01-29,Governance - evaluation methodology,anonymised,N/A,https://labs.scale.com/papers/multichallenge,"Scale AI developed an LLM-as-judge protocol with instance-level rubrics for MultiChallenge and reports fair agreement with experienced human raters, enabling automatic scoring of multi-turn conversations.",We also develop LLM as judge with instance-level rubrics to facilitate an automatic evaluation method with fair agreement with experienced human raters.,,,,,,,,,,,,,,,,,,,,,,,no,,methodology,llm-as-judge; rubrics; multi-turn-evaluation,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-02a-AUT1,SCALEAI-2025-02a,Scale AI,For-Profit,ProjectTest: A Project-level LLM Unit Test Generation Benchmark and Impact of Error Fixing Mechanisms,2025-02-10,Autonomy,anonymised (nine frontier LLMs),Post-deployment,https://labs.scale.com/papers/projecttest,"On ProjectTest, a project-level unit-test generation benchmark covering Python, Java and JavaScript, all nine frontier LLMs evaluated showed only moderate performance on Python and Java.",We evaluate nine frontier LLMs on ProjectTest and the results show that all frontier LLMs tested exhibit moderate performance on ProjectTest on Python and Java,,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,unit-test-generation; software-engineering; benchmark,third-party-evaluator,Nine models evaluated; only Claude 3.5 Sonnet is named in the error analysis. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-02a-AUT2,SCALEAI-2025-02a,Scale AI,For-Profit,ProjectTest: A Project-level LLM Unit Test Generation Benchmark and Impact of Error Fixing Mechanisms,2025-02-10,Autonomy,Claude 3.5 Sonnet,Post-deployment,https://labs.scale.com/papers/projecttest,"Scale AI's error analysis found that even frontier models such as Claude 3.5 Sonnet made significant basic but critical errors on project-level test generation, including compilation errors and cascade errors.","even frontier LLMs, such as Claude 3.5 Sonnet, have significant basic yet critical errors, including compilation and cascade errors",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding,code-generation-errors; compilation-errors; software-engineering,third-party-evaluator,"Capability shortfall with no dangerous threshold crossed, so Tier B rather than Tier A. TODO severity ensemble + Channel A/B/C."
SCALEAI-2025-02b-JAI1,SCALEAI-2025-02b,Scale AI,For-Profit,J2: Jailbreaking to Jailbreak,2025-02-11,Jailbreaks,Claude 3.5 Sonnet (Sonnet-3.5),Post-deployment,https://labs.scale.com/papers/j2,"Scale AI's red team jailbroke Sonnet-3.5 into acting as an automated red-teamer (a J2 attacker); in that role it achieved a 93.0% attack success rate against GPT-4o on HarmBench, the highest of the models tested.","Sonnet-3.5 and Gemini-1.5-pro outperform other LLMs as J 2 , achieving 93.0% and 91.0% attack success rates (ASRs) respectively against GPT-4o",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding,jailbreak; llm-as-red-teamer; safeguard-bypass; harmbench,third-party-evaluator,[Report tested: Sonnet-3.5 and Gemini-1.5-pro as attackers; GPT-4o and other capable LLMs as targets.] Split by company per one-finding-per-row rule. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-02b-JAI2,SCALEAI-2025-02b,Scale AI,For-Profit,J2: Jailbreaking to Jailbreak,2025-02-11,Jailbreaks,Gemini 1.5 Pro (Gemini-1.5-pro),Post-deployment,https://labs.scale.com/papers/j2,Gemini-1.5-pro was likewise jailbroken into a J2 attacker and then achieved a 91.0% attack success rate against GPT-4o on HarmBench.,"Sonnet-3.5 and Gemini-1.5-pro outperform other LLMs as J 2 , achieving 93.0% and 91.0% attack success rates (ASRs) respectively against GPT-4o",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding,jailbreak; llm-as-red-teamer; safeguard-bypass; harmbench,third-party-evaluator,Split by company per one-finding-per-row rule. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-02b-JAI3,SCALEAI-2025-02b,Scale AI,For-Profit,J2: Jailbreaking to Jailbreak,2025-02-11,Jailbreaks,GPT-4o,Post-deployment,https://labs.scale.com/papers/j2,"As the target model, GPT-4o was jailbroken by LLM-driven J2 attackers at attack success rates of 93.0% (Sonnet-3.5 attacker) and 91.0% (Gemini-1.5-pro attacker) on HarmBench.",achieving 93.0% and 91.0% attack success rates (ASRs) respectively against GPT-4o (and similar results across other capable LLMs) on Harmbench,,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding,jailbreak; target-model; safeguard-bypass; harmbench,third-party-evaluator,Split by company per one-finding-per-row rule. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-02b-JAI4,SCALEAI-2025-02b,Scale AI,For-Profit,J2: Jailbreaking to Jailbreak,2025-02-11,Jailbreaks,anonymised (any refusal-trained LLM),Post-deployment,https://labs.scale.com/papers/j2,"Scale AI identifies jailbreaking-to-jailbreak as a general overlooked failure mode of refusal training: an adversary who bypasses a model's safeguards once, to build a J2 version of that model, can then use it to jailbreak the same backbone model for specific harmful behaviours.",an LLM can bypass its own safeguards by employing a jailbroken version of itself that is willing to assist in further jailbreaking,,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,safeguard-failure-mode; self-jailbreak; red-teaming,third-party-evaluator,"Generalised failure mode, no single accountable model. TODO severity ensemble + Channel A/B/C."
SCALEAI-2025-02c-AUT1,SCALEAI-2025-02c,Scale AI,For-Profit,ENIGMAEVAL: A Benchmark of Long Multimodal Reasoning Challenges,2025-02-13,Autonomy,anonymised (state-of-the-art language models),Post-deployment,https://labs.scale.com/papers/enigma_eval,"On EnigmaEval's 1,184 puzzle-hunt problems, state-of-the-art language models achieved extremely low accuracy, lower even than on Humanity's Last Exam, exposing weakness at unstructured and lateral reasoning.","State-of-the-art language models achieve extremely low accuracy on these puzzles, even lower than other difficult benchmarks such as Humanity's Last Exam",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,multimodal-reasoning; puzzles; benchmark,third-party-evaluator,Models not named on this page; see the EnigmaEval leaderboard for named scores. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-05-GOV1,SCALEAI-2025-05,Scale AI,For-Profit,Assessing Robustness to Spurious Correlations in Post-Training Language Models,2025-05-09,Governance - evaluation methodology,"anonymised (models post-trained with SFT, DPO and KTO)",N/A,https://labs.scale.com/papers/robustness_spurious_correlations,"Comparing SFT, DPO and KTO across synthetic tasks with 10% versus 90% spurious correlation, Scale AI found that models often but not always degrade under higher spuriousness, with preference methods relatively robust on mathematical reasoning and SFT stronger on context-intensive tasks, so no single post-training strategy dominates.",Our results show that the models often but not always degrade under higher spuriousness.,,,,,,,,,,,,,,,,,,,,,,,no,,methodology,post-training; spurious-correlations; sft-dpo-kto,third-party-evaluator,Models are instruments of a post-training methodology study. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-06-GOV1,SCALEAI-2025-06,Scale AI,For-Profit,Agent-RLVR: Training Software Engineering Agents via Guidance and Environment Rewards,2025-06-13,Governance - evaluation methodology,Qwen-2.5-72B-Instruct,N/A,https://labs.scale.com/papers/agent_rlvr,"Scale AI's Agent-RLVR training framework raised Qwen-2.5-72B-Instruct pass@1 on SWE-Bench Verified from 9.4% to 22.4%, and to 27.8% when the guidance-augmented data was also used to train a test-time reward model.",Agent-RLVR elevates the pass@1 performance of Qwen-2.5-72B-Instruct from 9.4% to 22.4% on SWE-Bench Verified,,,,,,,,,,,,,,,,,,,,,,,no,,methodology,reinforcement-learning; rlvr; swe-agents; training-method,third-party-evaluator,"Training-method result; the model is an instrument, not an evaluation subject. TODO severity ensemble + Channel A/B/C."
SCALEAI-2025-07a-AUT1,SCALEAI-2025-07a,Scale AI,For-Profit,WebGuard: Building a Generalizable Guardrail for Web Agents,2025-07-21,Autonomy,anonymised (frontier LLMs),Post-deployment,https://labs.scale.com/papers/webguard,"On WebGuard's 4,939 human-annotated web-agent actions, even frontier LLMs achieved under 60% accuracy at predicting action outcomes and under 60% recall at flagging HIGH-risk state-changing actions.","even frontier LLMs achieve less than 60% accuracy in predicting action outcomes and less than 60% recall in lagging HIGH-risk actions, highlighting the risks of deploying current-generation agents without dedicated safeguards",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,web-agents; guardrails; risk-prediction; agent-safety,third-party-evaluator,Frontier models are not individually named on this page. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-07a-GOV1,SCALEAI-2025-07a,Scale AI,For-Profit,WebGuard: Building a Generalizable Guardrail for Web Agents,2025-07-21,Governance - evaluation methodology,Qwen2.5VL-7B (fine-tuned guardrail),N/A,https://labs.scale.com/papers/webguard,"Fine-tuning a Qwen2.5VL-7B guardrail on WebGuard raised outcome-prediction accuracy from 37% to 80% and HIGH-risk action recall from 20% to 76%, which the authors state still falls short of the reliability needed for high-stakes deployment.",boosting accuracy from 37% to 80% and HIGH-risk action recall from 20% to 76%,,,,,,,,,,,,,,,,,,,,,,,no,,methodology,guardrail-training; web-agents; open-weight,third-party-evaluator,Co-authored with Ohio State University and UC Berkeley; Scale AI is a named co-author institution. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-07b-SOC1,SCALEAI-2025-07b,Scale AI,For-Profit,MultiNRC: A Challenging and Native Multilingual Reasoning Evaluation Benchmark for LLMs,2025-07-23,Societal,anonymised (14 leading LLMs),Post-deployment,https://labs.scale.com/papers/multinrc,"On MultiNRC's 1,000+ natively written French, Spanish and Chinese reasoning questions, none of the 14 leading LLMs evaluated scored above 50%.","current LLMs are still not good at native multilingual reasoning, with none scoring above 50% on MultiNRC",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,multilingual; reasoning; cultural-grounding,third-party-evaluator,Individual models are not named on this page. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-07b-SOC2,SCALEAI-2025-07b,Scale AI,For-Profit,MultiNRC: A Challenging and Native Multilingual Reasoning Evaluation Benchmark for LLMs,2025-07-23,Societal,anonymised (14 leading LLMs),Post-deployment,https://labs.scale.com/papers/multinrc,"Most models scored roughly 10 percentage points better on the English translations of the same culturally grounded maths questions than on the original-language versions, indicating persistent weakness with culturally grounded knowledge.","Most models perform substantially better in math reasoning in English compared to in original languages (+10%), indicating persistent challenges with culturally grounded knowledge",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,multilingual-gap; english-bias; math-reasoning,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-08-ALI1,SCALEAI-2025-08,Scale AI,For-Profit,Reliable Weak-to-Strong Monitoring of LLM Agents,2025-08-26,Alignment,anonymised (LLM agents and LLM monitors in SHADE-Arena and CUA-SHADE-Arena),Post-deployment,https://labs.scale.com/papers/mrt,"In monitor red-teaming experiments, Scale AI found that an agent's awareness that it is being monitored substantially degrades the monitor's reliability, while giving the monitor more information about the agent helps less than expected.",agent awareness dominates monitor awareness: an agent's knowledge that it is being monitored substantially degrades the monitor's reliability,,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,monitoring; scalable-oversight; situational-awareness; agent-sabotage,third-party-evaluator,[Report tested: SHADE-Arena tool-calling agents and the new CUA-SHADE-Arena computer-use environment.] Models not named on this page. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-08-GOV1,SCALEAI-2025-08,Scale AI,For-Profit,Reliable Weak-to-Strong Monitoring of LLM Agents,2025-08-26,Governance - evaluation methodology,anonymised,N/A,https://labs.scale.com/papers/mrt,"Scale AI's hybrid hierarchical-sequential monitor scaffolding consistently outperformed baseline scaffolding and enabled weaker models to reliably monitor stronger agents, indicating scaffolding matters more than monitor situational awareness.","monitor scaffolding matters more than monitor awareness: the hybrid scaffolding consistently outperforms baseline monitor scaffolding, and can enable weaker models to reliably monitor stronger agents",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,monitor-scaffolding; weak-to-strong; oversight,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-08-GOV2,SCALEAI-2025-08,Scale AI,For-Profit,Reliable Weak-to-Strong Monitoring of LLM Agents,2025-08-26,Governance - evaluation methodology,anonymised,N/A,https://labs.scale.com/papers/mrt,"In a human-in-the-loop setting, escalating only pre-flagged cases to human reviewers improved the true-positive rate by approximately 15% at a false-positive rate of 0.01, making targeted human oversight the most effective configuration tested.",escalating only pre-flagged cases to human reviewers improved the TPR by approximately 15% at FPR = 0.01,,,,,,,,,,,,,,,,,,,,,,,no,,methodology,human-in-the-loop; oversight; escalation,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-09a-SOC1,SCALEAI-2025-09a,Scale AI,For-Profit,TutorBench: A Benchmark To Assess Tutoring Capabilities Of Large Language Models,2025-09-11,Societal,anonymised (16 frontier LLMs),Post-deployment,https://labs.scale.com/papers/tutorbench,"Across 1,490 expert-curated tutoring prompts, none of the 16 frontier LLMs evaluated scored above 56%, and all of them passed under 60% of the rubric criteria tied to guiding, diagnosing and supporting student reasoning.","none of the frontier LLMs achieve a score of greater than 56%, showing a large room for improvement",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,education; tutoring; rubric-evaluation,third-party-evaluator,16 models evaluated; only the Claude family is named in the per-family analysis. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-09a-SOC2,SCALEAI-2025-09a,Scale AI,For-Profit,TutorBench: A Benchmark To Assess Tutoring Capabilities Of Large Language Models,2025-09-11,Societal,Claude models,Post-deployment,https://labs.scale.com/papers/tutorbench,Scale AI reports a family-level split in tutoring skills: Claude models outperformed other families at supporting active learning but trailed them on adaptive explanation generation and on assessment and feedback.,"the Claude models outperform others in supporting active learning, while they trail behind them in the other two use cases",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding,education; model-family-comparison; tutoring,third-party-evaluator,"Comparative ranking, so Tier B. TODO severity ensemble + Channel A/B/C."
SCALEAI-2025-09b-GOV1,SCALEAI-2025-09b,Scale AI,For-Profit,Smoothing Out LLM Variance,2025-09-14,Governance - evaluation methodology,OpenAI GPT-4 variants,Post-deployment,https://scale.com/blog/smoothing-out-llm-variance,"Scale AI measured day-to-day run-to-run variance of plus or minus 10-12% in LLM-judge evaluation metrics when using OpenAI GPT-4 variants, large enough to invalidate A/B tests of agent changes.",OpenAI (GPT-4 variants): ±10–12%,,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding,nondeterminism; api-variance; evaluation-reliability; moe-routing,third-party-evaluator,"[Report tested: OpenAI GPT-4 variants, Anthropic Claude variants, Google Gemini variants.] Judgement call: recorded as Tier A because a named provider's API behaviour is the subject and a response is plausible; a reviewer could reasonably re-tier this to B as an evaluation-methodology finding. Page byline date is September 14, 2025 (worklist says 2025-09-15). TODO severity ensemble + Channel A/B/C."
SCALEAI-2025-09b-GOV2,SCALEAI-2025-09b,Scale AI,For-Profit,Smoothing Out LLM Variance,2025-09-14,Governance - evaluation methodology,Anthropic Claude variants,Post-deployment,https://scale.com/blog/smoothing-out-llm-variance,The same repeated-evaluation experiments showed plus or minus 8-11% day-to-day variance in evaluation metrics for Anthropic Claude variants.,Anthropic (Claude variants): ±8–11%,,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding,nondeterminism; api-variance; evaluation-reliability,third-party-evaluator,Same judgement call as the OpenAI row; could reasonably be Tier B. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-09b-GOV3,SCALEAI-2025-09b,Scale AI,For-Profit,Smoothing Out LLM Variance,2025-09-14,Governance - evaluation methodology,Google Gemini variants,Post-deployment,https://scale.com/blog/smoothing-out-llm-variance,"The same experiments showed plus or minus 9-14% day-to-day variance in evaluation metrics for Google Gemini variants, the widest range of the three providers tested.",Google (Gemini variants): ±9–14%,,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding,nondeterminism; api-variance; evaluation-reliability,third-party-evaluator,Same judgement call as the OpenAI row; could reasonably be Tier B. TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-09b-GOV4,SCALEAI-2025-09b,Scale AI,For-Profit,Smoothing Out LLM Variance,2025-09-14,Governance - evaluation methodology,anonymised,N/A,https://scale.com/blog/smoothing-out-llm-variance,Scale AI reports that aggregating three LLM judges with semantically equivalent but differently worded prompts (a 'cohort of judges') reduced evaluation variance by at least 50% across the dimensions tested.,the variance in our evaluation results was reduced by at least 50% across the different dimensions we tested,,,,,,,,,,,,,,,,,,,,,,,no,,methodology,llm-as-judge; variance-reduction; evaluation-reliability,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-09c-AUT1,SCALEAI-2025-09c,Scale AI,For-Profit,SWE-Bench Pro: Can AI Agents Solve Long-Horizon Software Engineering Tasks?,2025-09-19,Autonomy,GPT-5; widely used coding models,Post-deployment,https://labs.scale.com/papers/swe_bench_pro,"Under a unified scaffold on SWE-Bench Pro's 1,865 long-horizon software engineering problems, all widely used coding models scored below 25% Pass@1, with GPT-5 highest at 23.3%.","their performance on SWE-BENCH PRO remains below 25% (Pass@1), with GPT-5 achieving the highest score to date at 23.3%",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding,software-engineering; long-horizon; agents; benchmark,third-party-evaluator,"Comparative ranking across coding models, so Tier B. TODO severity ensemble + Channel A/B/C."
SCALEAI-2025-09c-GOV1,SCALEAI-2025-09c,Scale AI,For-Profit,SWE-Bench Pro: Can AI Agents Solve Long-Horizon Software Engineering Tasks?,2025-09-19,Governance - evaluation methodology,N/A,N/A,https://labs.scale.com/papers/swe_bench_pro,"SWE-Bench Pro is built as a contamination-resistant testbed by sourcing 1,865 human-verified problems from 41 repositories split into a public copyleft set, a held-out set and a commercial set of 18 proprietary startup codebases.",SWE-BENCH PRO provides a contamination-resistant testbed that more faithfully captures the complexity and diversity of real-world software development,,,,,,,,,,,,,,,,,,,,,,,no,,methodology,benchmark-design; contamination-resistance; human-verification,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-09d-AUT1,SCALEAI-2025-09d,Scale AI,For-Profit,SWE-Bench Pro,2025-09-19,Autonomy,OpenAI GPT-5; Claude Opus 4.1; frontier coding models,Post-deployment,https://scale.com/blog/swe-bench-pro,"Moving from SWE-Bench Verified to SWE-Bench Pro caused a large across-the-board performance drop: most top models score over 70% on Verified but the best performers, OpenAI GPT-5 and Claude Opus 4.1, reached only 23.3% and 23.1% on the Pro public set.","the best-performing models, OpenAI GPT-5 and Claude Opus 4.1, score only 23.3% and 23.1% respectively on SWE-Bench Pro",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding,software-engineering; benchmark-difficulty; contamination,third-party-evaluator,"Comparative ranking, so Tier B. [Report tested: GPT-5, Claude Opus 4.1, GPT-4o, DeepSeek Qwen-3 32B and others.] TODO severity ensemble + Channel A/B/C."
