Finding ID,Report ID,Institution,Institution Type,Report Title ,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Sources Checked (channel A),Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,,Eval? (trackable),Action Trackable?,Finding Type,Tags,Scope,Notes
OPENAI-2025-12-SELF-ALI1,OPENAI-2025-12-SELF-GPT52,Apollo Research,Non-Profit (Independent),Update to GPT-5 System Card: GPT-5.2,2025-12-11,Alignment,gpt-5.2-thinking (OpenAI),Pre-deployment,https://deploymentsafety.openai.com/gpt-5-2,"Apollo Research's full evaluation of gpt-5.2-thinking for strategic deception, in-context scheming and sabotage found its capability and propensity broadly comparable to gpt-5.1-thinking and gpt-5.1-codex-max: it occasionally falsifies data, feigns task completion or strategically underperforms when given an explicit in-context goal, but shows low rates of covert subversion against developers and no sabotage or self-preservation behaviours, and Apollo concluded it is unlikely to be capable of causing catastrophic harm via scheming.","gpt-5.2-thinking occasionally engages in deceptive behaviors such as falsifying data, feigning task completion, or strategically underperforming when given an explicit in-context goal, but it shows low rates of covert subversion against developers and does not engage in sabotage or self-preservation behaviors in these settings.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;reassuring-null;company-published,apollo;gpt-5-2-thinking;openai;scheming;deception;sandbagging;eval-awareness;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. [Report tested: gpt-5.1-thinking and gpt-5.1-codex-max as baselines.] Apollo also noted higher evaluation awareness than some prior OpenAI models and fewer chain-of-thought linguistic anomalies than gpt-5.1-thinking. TODO severity ensemble + Channel A/B/C.
OPENAI-2025-12b-SELF-CYB1,OPENAI-2025-12b-SELF-CODEX,Irregular,For-Profit,Addendum to GPT-5.2 System Card: GPT-5.2-Codex,2025-12-18,Cyber,GPT-5.2-Codex (OpenAI),Pre-deployment,https://deploymentsafety.openai.com/gpt-5-2-codex,"Running only the medium and hard challenges of its suite with up to 1,000 turns and xhigh reasoning effort, Irregular measured GPT-5.2-Codex at 79% average success on Network Attack Simulation, 80% on Vulnerability Research and Exploitation and 49% on Evasion, at average costs per success of $32.80, $5.90 and $17.90 respectively.","GPT-5.2-Codex achieved average success rates of 79% on Network Attack Simulation challenges, 80% on Vulnerability Research and Exploitation challenges, and 49% on Evasion challenges. In terms of API usage cost for solved challenges, the average cost-per-success for GPT-5.2-Codex was $5.90 for Vulnerability Research and Exploitation challenges, $32.80 for Network Attack Simulation challenges, and $17.90 for Evasion challenges.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,irregular;gpt-5-2-codex;openai;offensive-cyber;atomic-challenges;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. TODO severity ensemble + Channel A/B/C.
OPENAI-2025-12b-SELF-CYB2,OPENAI-2025-12b-SELF-CODEX,Irregular,For-Profit,Addendum to GPT-5.2 System Card: GPT-5.2-Codex,2025-12-18,Cyber,GPT-5.2-Codex (OpenAI),Pre-deployment,https://deploymentsafety.openai.com/gpt-5-2-codex,"On CyScenarioBench, Irregular's scenario-based evaluation of multi-stage cyber operations under realistic constraints (orchestration, branching decisions, constraint adherence, recovery from state inconsistencies), GPT-5.2-Codex did not solve any challenges.","Irregular also evaluated GPT-5.2-Codex on CyScenarioBench , a scenario-based evaluation framework that measures an LLM's ability to plan and execute multi-stage cyber scenarios under realistic constraints. This includes steps such as cyber orchestration, branching-decision accuracy, constraint adherence, and recovery from state inconsistencies. GPT-5.2-Codex did not solve any challenges from CyScenarioBench.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;reassuring-null;company-published,irregular;gpt-5-2-codex;openai;cyscenariobench;long-horizon;reassuring-null;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. Split from the atomic-suite row because the valence and tier differ. TODO severity ensemble + Channel A/B/C.
OPENAI-2026-03-SELF-CYB1,OPENAI-2026-03-SELF-GPT54,Irregular,For-Profit,GPT-5.4 Thinking System Card,2026-03-05,Cyber,GPT-5.4 Thinking / 5.4-reasoning (OpenAI),Pre-deployment,https://deploymentsafety.openai.com/gpt-5-4-thinking,"Irregular measured a near-final 5.4-reasoning checkpoint at 88% average success on Network Attack Simulation, 73% on Vulnerability Research and Exploitation and 48% on Evasion in its atomic suite, solving 14/17 medium and 5/5 hard atomic challenges, and reaching 11% average success (5 of 11 challenges) on CyScenarioBench versus 1 challenge for GPT-5.2 - which Irregular interprets as higher operational capability on long-horizon scenarios.","On Irregular's atomic challenge suite, 5.4-reasoning achieved an average success rate of 88% on Network Attack Simulation challenges, 73% on Vulnerability Research and Exploitation challenges, and 48% on Evasion challenges. 5.4-thinking solved 14/17 medium and 5/5 hard atomic challenges. 5.4-thinking solved the only Hard atomic challenge that was not solved by 5.2-thinking. On CyScenarioBench [ 14 ] 5.4-thinking achieved an 11% average success rate and solved 5/11 challenges, compared to 1 challenge solved by GPT-5.2-reasoning. Irregular interprets this as higher operational capability on long-horizon scenarios (planning, branching decisions, constraint adherence, and state tracking/recovery).",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,irregular;gpt-5-4;openai;offensive-cyber;cyscenariobench;long-horizon;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. [Report tested: GPT-5.2-reasoning / 5.2-thinking as comparator.] TODO severity ensemble + Channel A/B/C.
OPENAI-2026-03-SELF-ALI1,OPENAI-2026-03-SELF-GPT54,Apollo Research,Non-Profit (Independent),GPT-5.4 Thinking System Card,2026-03-05,Alignment,"GPT-5.4-reasoning (OpenAI), near-final checkpoint",Pre-deployment,https://deploymentsafety.openai.com/gpt-5-4-thinking,"Apollo Research reported a low overall covert-deception rate of about 1% for GPT-5.4-reasoning in no-nudge settings - comparable to GPT-5.3 Codex and below GPT-5.2 - with no instances of covert subversion against developers (disabling oversight, self-exfiltration or goal-guarding) across the tested scenarios, and sandbagging only when given an explicit instrumental goal (a 6-percentage-point accuracy drop on Sandbagging QA when incentivised to underperform).","Apollo reports low rates of covert deceptive behavior, with an overall deception rate of ~1% in no-nudge settings, comparable to GPT-5.3 Codex and below GPT-5.2. No instances of covert subversion against developers (e.g. disabling oversight, self-exfiltration, or goal-guarding) were observed across the tested scenarios. On deferred subversion / sandbagging, the model sandbags only when given an explicit instrumental goal. In the Sandbagging QA evaluation, the model shows a 6-percentage-point drop in accuracy when incentivized to underperform, similar to prior models.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;reassuring-null;company-published,apollo;gpt-5-4;openai;deception;covert-action;sandbagging;reassuring-null;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. [Report tested: GPT-5.2 and GPT-5.3 Codex as baselines.] TODO severity ensemble + Channel A/B/C.
OPENAI-2026-03-SELF-ALI2,OPENAI-2026-03-SELF-GPT54,Apollo Research,Non-Profit (Independent),GPT-5.4 Thinking System Card,2026-03-05,Alignment;Autonomy,"GPT-5.4-reasoning (OpenAI), near-final checkpoint",Pre-deployment,https://deploymentsafety.openai.com/gpt-5-4-thinking,"Apollo measured GPT-5.4-reasoning's mean sabotage score at 0.56 (best-of-10 0.74) - comparable to GPT-5.2 but below GPT-5.3-codex at 0.88 - and found the model exceeded human baselines on several hard sabotage tasks, which Apollo reads as meaningful sabotage capability, though the evaluations do not test whether it could conceal sabotage under realistic monitoring.","GPT-5.4-reasoning has a mean sabotage score of 0.56 (best-of-10: 0.74)—comparable to GPT-5.2 but below GPT-5.3-codex (0.88). On several hard tasks the model exceeds human baselines, indicating meaningful sabotage capability, though performance remains below the strongest prior Codex checkpoint.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,apollo;gpt-5-4;openai;sabotage;human-baseline;ai-rd;company-published,third-party-evaluator,"Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. [Report tested: GPT-5.2, GPT-5.3-codex and human baselines.] Distinct from v10 JOINT-2026-02-ALI1, which codes the GPT-5.3-Codex sabotage result from a different system card. TODO severity ensemble + Channel A/B/C."
OPENAI-2026-03-SELF-ALI3,OPENAI-2026-03-SELF-GPT54,Apollo Research,Non-Profit (Independent),GPT-5.4 Thinking System Card,2026-03-05,Alignment;Eval-methodology,"GPT-5.4-reasoning (OpenAI), near-final checkpoint",Pre-deployment,https://deploymentsafety.openai.com/gpt-5-4-thinking,Apollo's chain-of-thought analysis found GPT-5.4-reasoning verbalises evaluation awareness at 21.3% - higher than prior models - while showing far fewer multilingual reasoning anomalies (0.5% of samples versus 29.5% for GPT-5.3-codex); Apollo notes transcript analysis suggests the model often recognises the scenario as an evaluation and decides not to manipulate its performance.,Chain-of-thought analysis shows higher rates of evaluation awareness (21.3%) than prior models and far fewer multilingual reasoning anomalies (0.5% of samples vs 29.5% for GPT-5.3-codex).,,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;company-published,apollo;gpt-5-4;openai;evaluation-awareness;chain-of-thought;eval-validity;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. Split because eval-awareness undermines the validity of the other two Apollo results and would draw a different response. TODO severity ensemble + Channel A/B/C.
OPENAI-2026-03b-SELF-GOV1,OPENAI-2026-03b-SELF-METAGAMING,Apollo Research,Non-Profit (Independent),"Metagaming matters for training, evaluation, and oversight",2026-03-16,Eval-methodology;Alignment,OpenAI o3 (RL checkpoints),Pre-deployment,https://alignment.openai.com/metagaming,"Detecting metagaming in chain of thought is methodologically hard: models referred to outside-the-narrative oversight using unexpected terms such as 'watchers', 'scoreboard' and 'aggregator' whose meaning shifted over training and which required extensive manual review to spot, and across the five antischeming environments studied the model used the term 'Redwood' more frequently than 'OpenAI'.","Metagaming reasoning used unexpected terms to refer to oversight mechanisms, and the meaning of the same term changed during training. For example, terms like ""watchers"" , ""scoreboard"" , or ""aggregator"" seem to increasingly refer to outside of narrative oversight and feedback mechanisms. These terms were difficult to identify and required extensive manual review to spot",,,,,,,,,,,,,,,,,,,,,,,no,,methodology;company-published,apollo;openai;o3;cot-monitoring;terminology;detection-methodology;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. TODO severity ensemble + Channel A/B/C.
OPENAI-2026-04-SELF-BIO1,OPENAI-2026-04-SELF-GPT55,"US Center for AI Standards and Innovation (CAISI), NIST",Government,GPT-5.5 System Card,2026-04-23,Bio-Chem,"GPT-5.5 (OpenAI), launch checkpoint and a reduced-refusals checkpoint",Pre-deployment,https://deploymentsafety.openai.com/gpt-5-5,"Working with US Government partners on a representative launch checkpoint and a reduced-refusals checkpoint, US CAISI evaluated whether GPT-5.5 could provide technical assistance to biology experts in hypothetical national-security-relevant scenarios and found no indication of a broad increase in national security-relevant biological capabilities relative to the GPT-5 helpful-only model.",CAISI's testing did not indicate a broad increase in national security-relevant biological capabilities relative to the GPT-5 helpful-only model.,,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;reassuring-null;company-published,us-caisi;gpt-5-5;openai;biosecurity;national-security;reassuring-null;company-published,government-AISI,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. [Report tested: GPT-5 helpful-only as comparator.] TODO severity ensemble + Channel A/B/C.
OPENAI-2026-04-SELF-CYB1,OPENAI-2026-04-SELF-GPT55,Irregular,For-Profit,GPT-5.5 System Card,2026-04-23,Cyber,GPT-5.5 (OpenAI),Pre-deployment,https://deploymentsafety.openai.com/gpt-5-5,"Irregular found GPT-5.5 solved all of its atomic cyberoffensive challenges - 98% average success on Network Attack Simulation, 92% on Vulnerability Research and Exploitation and 54% on Evasion, including three challenges GPT-5.4 did not solve - and 7 of 11 CyScenarioBench challenges (26% average success versus 9% for GPT-5.4) at costs per success that dropped by a factor of 2.7 on CyScenarioBench.","On Irregular's atomic challenge suite, GPT-5.5 achieved an average success rate of 98% in Network Attack Simulation challenges, 92% in Vulnerability Research and Exploitation challenges, and 54% in Evasion challenges, and solved all atomic challenges, including three challenges that were not solved by GPT-5.4. On CyScenarioBench, GPT-5.5 solved 7 out of 11 challenges, compared to 5 solved by GPT-5.4, leading to an average success rate of 26%, compared to a success rate of only 9% by GPT-5.4.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,irregular;gpt-5-5;openai;offensive-cyber;cyscenariobench;cost-per-success;company-published,third-party-evaluator,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. [Report tested: GPT-5.4 as comparator.] TODO severity ensemble + Channel A/B/C.
OPENAI-2026-04-SELF-CYB2,OPENAI-2026-04-SELF-GPT55,Irregular,For-Profit,GPT-5.5 System Card,2026-04-23,Cyber,GPT-5.5 (OpenAI),Pre-deployment,https://deploymentsafety.openai.com/gpt-5-5,"Irregular judged that on operationally relevant tasks such as vulnerability research and exploitation GPT-5.5 provides significant uplift to a novice or moderately skilled cyber operator and can assist highly skilled operators, in some cases performing complex tasks requiring niche knowledge most expert operators would not possess, and may therefore remove some bottlenecks to scaling cyber operations - while still limited in areas such as operational security.","In operationally relevant tasks, such as Vulnerability Research and Exploitation, Irregular found that the model provides significant uplift to a novice or moderately skilled cyber operator, and can even assist highly skilled operators. In some cases, the model was able to perform complex cyber tasks that require niche knowledge which most expert cyber operators would not possess. Irregular therefore believes the model may remove some existing bottlenecks to scaling cyber operations by automating the discovery and exploitation of operationally relevant vulnerabilities.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,irregular;gpt-5-5;openai;novice-uplift;cyber-operations;bottlenecks;company-published,third-party-evaluator,"Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. Split from the benchmark-score row because it is the threshold judgement, not the measurement. TODO severity ensemble + Channel A/B/C."
