venue,item_title,url,publication_date,cached_text_path
Scale AI,MCP-Atlas: A Large-Scale Benchmark for Tool-Use Competency with Real MCP Servers,https://labs.scale.com/papers/mcpatlas,2025-12-18,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/b3/scale-ai-mcp-atlas-a-large-scale-benchmark-for-tool-use-competency-with-real-mcp-servers.txt
Scale AI,Agentic Rubrics as Contextual Verifiers for SWE Agents,https://labs.scale.com/papers/agenticrubrics,2026-01-06,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/b3/scale-ai-agentic-rubrics-as-contextual-verifiers-for-swe-agents.txt
Scale AI,SciPredict: Can LLMs Predict the Outcomes of Research Experiments in Natural Sciences?,https://labs.scale.com/papers/scipredict,2026-01-15,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-scipredict-can-llms-predict-the-outcomes-of-research-experiments-in-natural-sciences-.txt
Scale AI,"LLM Novice Uplift on Dual-Use, In Silico Biology Tasks",https://labs.scale.com/papers/llm-novice-uplift-on-dual-use-in-silico-biology-tasks,2026-02-26,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/b3/scale-ai-llm-novice-uplift-on-dual-use-in-silico-biology-tasks.txt
Scale AI,[Labs Blog] Agentic Rubrics,https://labs.scale.com/blog/agentic-rubrics,2026-03-11,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/b3/scale-ai-labs-blog-agentic-rubrics.txt
Scale AI,Defensive Refusal Bias: How Safety Alignment Fails Cyber Defenders,https://labs.scale.com/papers/defensive-refusal-bias,2026-03-12,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/b3/scale-ai-defensive-refusal-bias-how-safety-alignment-fails-cyber-defenders.txt
Scale AI,[Labs Blog] MultiChallenge Update,https://labs.scale.com/blog/multichallenge-update,2026-03-23,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rsamp/scale-ai-labs-blog-multichallenge-update.txt
Scale AI,[Leaderboard] SWE-Bench Pro (Public),https://labs.scale.com/leaderboard/swe_bench_pro_public,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rs/scale-ai-leaderboard-swe-bench-pro-public-.txt
Scale AI,[Leaderboard] SciPredict,https://labs.scale.com/leaderboard/scipredict,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-scipredict.txt
Scale AI,[Leaderboard] Humanity's Last Exam,https://labs.scale.com/leaderboard/humanitys_last_exam,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-humanity-s-last-exam.txt
Scale AI,[Leaderboard] Audio MultiChallenge,https://labs.scale.com/leaderboard/audiomc,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-audio-multichallenge.txt
Scale AI,[Leaderboard] PropensityBench,https://labs.scale.com/leaderboard/propensitybench,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-propensitybench.txt
Scale AI,[Leaderboard] MultiChallenge,https://labs.scale.com/leaderboard/multichallenge,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-multichallenge.txt
Scale AI,[Leaderboard] MASK,https://labs.scale.com/leaderboard/mask,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-mask.txt
Scale AI,[Leaderboard] Visual Language Understanding,https://labs.scale.com/leaderboard/visual_language_understanding,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-visual-language-understanding.txt
Scale AI,[Leaderboard] TutorBench,https://labs.scale.com/leaderboard/tutorbench,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-tutorbench.txt
Scale AI,[Leaderboard] Tool Use (Chat),https://labs.scale.com/leaderboard/tool_use_chat,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-tool-use-chat-.txt
Scale AI,[Leaderboard] Tool Use (Enterprise),https://labs.scale.com/leaderboard/tool_use_enterprise,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-tool-use-enterprise-.txt
Scale AI,[Leaderboard] Arabic,https://labs.scale.com/leaderboard/arabic,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-arabic.txt
Scale AI,[Leaderboard] Chinese,https://labs.scale.com/leaderboard/chinese,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-chinese.txt
Scale AI,[Leaderboard] Coding,https://labs.scale.com/leaderboard/coding,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rsamp/scale-ai-leaderboard-coding.txt
Scale AI,[Leaderboard] Japanese,https://labs.scale.com/leaderboard/japanese,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-japanese.txt
Scale AI,[Leaderboard] Korean,https://labs.scale.com/leaderboard/korean,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rsamp/scale-ai-leaderboard-korean.txt
Scale AI,[Leaderboard] Spanish,https://labs.scale.com/leaderboard/spanish,2026-05-05,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-spanish.txt
Scale AI,[Leaderboard] SWE Atlas – Refactoring,https://labs.scale.com/leaderboard/sweatlas-refactoring,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-swe-atlas-refactoring.txt
Scale AI,[Leaderboard] SWE Atlas – Test Writing,https://labs.scale.com/leaderboard/sweatlas-tw,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rs/scale-ai-leaderboard-swe-atlas-test-writing.txt
Scale AI,[Leaderboard] HiL,https://labs.scale.com/leaderboard/hil,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-hil.txt
Scale AI,[Leaderboard] SWE-Bench Pro (Private),https://labs.scale.com/leaderboard/swe_bench_pro_private,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rs/scale-ai-leaderboard-swe-bench-pro-private-.txt
Scale AI,[Leaderboard] Humanity's Last Exam (Text Only),https://labs.scale.com/leaderboard/humanitys_last_exam_text_only,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-humanity-s-last-exam-text-only-.txt
Scale AI,[Leaderboard] Audio MultiChallenge (Audio),https://labs.scale.com/leaderboard/audiomc-audio,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-audio-multichallenge-audio-.txt
Scale AI,[Leaderboard] Audio MultiChallenge (Text),https://labs.scale.com/leaderboard/audiomc-text,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-audio-multichallenge-text-.txt
Scale AI,[Leaderboard] PRBench – Finance,https://labs.scale.com/leaderboard/prbench-finance,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-prbench-finance.txt
Scale AI,[Leaderboard] PRBench – Legal,https://labs.scale.com/leaderboard/prbench-legal,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-prbench-legal.txt
Scale AI,[Leaderboard] Humanity's Last Exam (Preview),https://labs.scale.com/leaderboard/humanitys_last_exam_preview,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-humanity-s-last-exam-preview-.txt
Scale AI,[Leaderboard] Humanity's Last Exam Text Only (Preview),https://labs.scale.com/leaderboard/humanitys_last_exam_text_only_preview,2026-05-07,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-humanity-s-last-exam-text-only-preview-.txt
Scale AI,[Leaderboard] SWE Atlas – Q&A,https://labs.scale.com/leaderboard/sweatlas-qna,2026-05-12,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-swe-atlas-q-a.txt
Scale AI,ASPI: Seeking Ambiguity Clarification Amplifies Prompt Injection Vulnerability in LLM Agents,https://labs.scale.com/papers/aspi,2026-05-17,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rs/scale-ai-aspi-seeking-ambiguity-clarification-amplifies-prompt-injection-vulnerability-in-llm-a.txt
Scale AI,[Labs Blog] Coding Agents for Drug Discovery,https://labs.scale.com/blog/coding-agents-drug-discovery,2026-06-04,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-labs-blog-coding-agents-for-drug-discovery.txt
Scale AI,[Labs Blog] MCP vs CLI,https://labs.scale.com/blog/mcp-vs-cli,2026-07-08,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-labs-blog-mcp-vs-cli.txt
Scale AI,[Leaderboard] Visual Tool Bench (VTB),https://labs.scale.com/leaderboard/vtb,2026-07-09,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rs/scale-ai-leaderboard-visual-tool-bench-vtb-.txt
Scale AI,[Leaderboard] Remote Labor Index (RLI),https://labs.scale.com/leaderboard/rli,2026-07-14,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-remote-labor-index-rli-.txt
Scale AI,[Leaderboard] EnigmaEval,https://labs.scale.com/leaderboard/enigma_eval,2026-07-23,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/rp2/scale-ai-leaderboard-enigmaeval.txt
Scale AI,Test and evaluation,https://static.scale.com/uploads/6019a18f03a4ae003acb1113/test-and-evaluation.pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-test-and-evaluation.txt
Scale AI,DR Benchmark 0914 v1,https://static.scale.com/uploads/654197dc94d34f66c0f5184e/DR_Benchmark_0914_v1%20(5).pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-dr-benchmark-0914-v1.txt
Scale AI,MultiNRC,https://static.scale.com/uploads/654197dc94d34f66c0f5184e/MultiNRC.pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-multinrc.txt
Scale AI,SWEAP Eval Scale,https://static.scale.com/uploads/654197dc94d34f66c0f5184e/SWEAP_Eval_Scale%20(9).pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-sweap-eval-scale.txt
Scale AI,WebGuard,https://static.scale.com/uploads/654197dc94d34f66c0f5184e/WebGuard.pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-webguard.txt
Scale AI,Vtb paper,https://static.scale.com/uploads/654197dc94d34f66c0f5184e/vtb_paper.pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-vtb-paper.txt
Scale AI,Coding Agent Eval,https://static.scale.com/uploads/6691558a94899f2f65a87a75/Coding_Agent_Eval%20(5).pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-coding-agent-eval.txt
Scale AI,DrugDiscoveryBench,https://static.scale.com/uploads/6691558a94899f2f65a87a75/DrugDiscoveryBench.pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-drugdiscoverybench.txt
Scale AI,ICLR  Red Teaming Browser Agents,https://static.scale.com/uploads/6691558a94899f2f65a87a75/_ICLR__Red_Teaming_Browser_Agents%20(14).pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-iclr-red-teaming-browser-agents.txt
Scale AI,HiL Bench,https://static.scale.com/uploads/67a153343e046988406ef320/HiL_Bench.pdf,,/private/tmp/claude-501/-Users-kunalsingh-Desktop/9b4cd91a-0a4c-4c96-9f90-0e5248653043/scratchpad/fin/scale-ai-hil-bench.txt
