Finding ID,Report ID,Institution,Institution Type,Report Title ,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Sources Checked (channel A),Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,,Eval? (trackable),Action Trackable?,Finding Type,Tags,Scope,Notes
ANTHROPIC-2025-09-SELF-ALI1,ANTHROPIC-2025-09-SELF,UK AISI,Government,Claude Sonnet 4.5 System Card,2025-09,Alignment,Claude Sonnet 4.5,Pre-deployment,https://www-cdn.anthropic.com/963373e433e489a87a10c823c52a0a013e9172dd.pdf,"UK AISI found Claude Sonnet 4.5 verbalises unprompted evaluation awareness in 16.6% of outputs across diverse synthetic scenarios, against 3.5% for Sonnet 4 and 1.6% for Opus 4.1 — a roughly 5-10x increase over predecessors.","across our scenarios [the snapshot] verbalises—without prompting—evaluation awareness in its outputs 16.6% of the time, compared to 3.5% and 1.6% of the time for Sonnet 4 and Opus 4.1 respectively.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,evaluation-awareness;uk-aisi;anthropic,government-AISI,Filed under UK AISI per §1 carve-out; verbatim UK AISI text reproduced in §7.3.1 of the card. D7 eval-integrity candidate. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2025-09-SELF-ALI2,ANTHROPIC-2025-09-SELF,UK AISI,Government,Claude Sonnet 4.5 System Card,2025-09,Alignment,Claude Sonnet 4.5,Pre-deployment,https://www-cdn.anthropic.com/963373e433e489a87a10c823c52a0a013e9172dd.pdf,"Anthropic reports roughly a 60% improvement on its primary misalignment metric over Claude Sonnet 4, but flags that evaluation awareness complicated the assessment — the model recognised alignment test environments and behaved unusually well after doing so.","Concerns about eval awareness: Our assessment was complicated by the fact that Claude Sonnet 4.5 was able to recognize many of our alignment evaluation environments as being tests of some kind, and would generally behave unusually well after making this observation.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;company-self-report;company-published,evaluation-awareness;misalignment-metric;anthropic,government-AISI,Anthropic self-assessment reported alongside the UK AISI section; retained because the report is in scope via the named evaluator. Reassuring-with-caveat -> Tier B. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2025-11-SELF-ALI1,ANTHROPIC-2025-11-SELF,UK AISI,Government,Claude Opus 4.5 System Card,2025-11,Alignment,Claude Opus 4.5 Preview; Claude Sonnet 4.5,Pre-deployment,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,"Over 8 days of testing, UK AISI found no instances of research sabotage by Opus 4.5 Preview or Sonnet 4.5, but both models frequently refuse to engage in safety research they describe as inappropriate — including work on reducing model autonomy and on their own training or deployment.","We found no instances of research sabotage from [Claude Opus 4.5 Preview] or Sonnet 4.5 across our set of tasks, although both models frequently refuse to engage in safety research they describe as inappropriate or concerning (including reducing model autonomy and being involved in their own training or deployment).",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,research-sabotage;refusal;uk-aisi;anthropic,government-AISI,"Filed under UK AISI per §1 carve-out. ⚠ OVERLAPS UKAISI-2026-04c (arXiv Alignment Evaluation Case-Study) — same programme, card is earlier (Nov 2025) and model-specific, arXiv is fuller (4 models, Apr 2026). Resolve under §5 at ingestion: club or split. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C."
ANTHROPIC-2025-11-SELF-ALI2,ANTHROPIC-2025-11-SELF,UK AISI,Government,Claude Opus 4.5 System Card,2025-11,Alignment,Claude Opus 4.5 Preview; Claude Sonnet 4.5,Pre-deployment,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,"UK AISI measured that Opus 4.5 Preview mentions being tested less often than Sonnet 4.5 (26.5% to 12.7% without reasoning), but is slightly more capable of distinguishing evaluations from deployment when prompted.","[Claude Opus 4.5 Preview] shows a reduction in unprompted evaluation awareness, but is slightly more capable of distinguishing evaluations from deployment when prompted. Compared to Sonnet 4.5, [Claude Opus 4.5 Preview] shows a reduction in how frequently it mentions being tested (26.5% to 12.7% without reasoning",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,evaluation-awareness;uk-aisi;anthropic,government-AISI,Filed under UK AISI per §1 carve-out. D7 candidate. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2025-11-SELF-GOV1,ANTHROPIC-2025-11-SELF,UK AISI,Government,Claude Opus 4.5 System Card,2025-11,Governance;Eval-methodology,Claude Opus 4.5 Preview,Pre-deployment,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,"UK AISI validated that its Petri-based evaluation scaffolding produces coding-agent trajectories that models struggle to distinguish from real Claude Code deployment data across 112 benign tasks, and that are more realistic on sabotage scenarios than base Petri.","Our internally developed evaluation scaffolding (built on top of Petri) produces coding agent trajectories that models struggle to distinguish from Claude Code deployment data, when tested on 112 benign tasks.",,,,,,,,,,,,,,,,,,,,,,,no,,methodology;company-published,petri;scaffolding;realism;uk-aisi,government-AISI,Methodology finding -> Tier C. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2026-XX-OPUS5-CYB1,ANTHROPIC-2026-XX-OPUS5,UK AISI,Government,Claude Opus 5 System Card,2026,Cyber,Claude Opus 5,Pre-deployment,https://www.anthropic.com/claude-opus-5-system-card,"On UK AISI cyber ranges at a 100M-token budget, Claude Opus 5 solved ""The Last Ones"" enterprise network-attack simulation end-to-end in 8 of 10 attempts.","On ""The Last Ones,"" an enterprise network attack simulation, Opus 5 performed comparably to Mythos 5 and Mythos Preview. It solved the range end-to-end in 8/10 attempts.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,cyber-range;network-attack;uk-aisi;anthropic,government-AISI,Filed under UK AISI per §1 carve-out; verbatim UK AISI text. Strong D2 cyber candidate. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2026-XX-OPUS5-CYB2,ANTHROPIC-2026-XX-OPUS5,UK AISI,Government,Claude Opus 5 System Card,2026,Cyber,Claude Opus 5; Mythos 5; Mythos Preview,Pre-deployment,https://www.anthropic.com/claude-opus-5-system-card,"No model tested has solved UK AISI's ""Doing Life"" cyber range; Opus 5 reached step 22 of 23, one step further than the previous best (21/23 by Mythos 5 and Mythos Preview), but cleared later stages less consistently.","No model we have tested has solved the ""Doing Life"" cyber range. Opus 5 did not solve it either, but reached the furthest step observed to date (step 22 of 23), one step further than the previous best attempts (21 of 23, reached by Mythos 5 and Mythos Preview).",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;capability-trend;company-published,cyber-range;doing-life;uk-aisi,government-AISI,"Capability trend, no threshold crossed -> Tier B per §4(3). Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C."
ANTHROPIC-2026-XX-OPUS5-CYB3,ANTHROPIC-2026-XX-OPUS5,UK AISI,Government,Claude Opus 5 System Card,2026,Cyber,Claude Opus 5; Mythos Preview,Pre-deployment,https://www.anthropic.com/claude-opus-5-system-card,"Opus 5 did not solve ""Cooling Tower"", UK AISI's industrial control system cyber range; only Mythos Preview has succeeded on it.","Opus 5 did not solve ""Cooling Tower"", an industrial control system range. No model apart from Mythos Preview, which succeede",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;reassuring-null;company-published,cyber-range;ics;uk-aisi,government-AISI,Reassuring null for Opus 5 -> Tier B. NOTE: implies a Mythos Preview ICS success worth its own row once that card is section-read. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2026-XX-MYTHOS-CYB1,ANTHROPIC-2026-XX-MYTHOS,UK AISI (attribution to confirm),Government,Mythos Preview System Card,2026,Cyber,Claude Mythos Preview,Pre-deployment,https://www.anthropic.com/claude-mythos-preview-system-card,Claude Mythos Preview is the first model to solve a private cyber range end-to-end — a corporate network attack simulation estimated to take a human expert over 10 hours — and is highly capable at exploiting known vulnerabilities or misconfigurations to escape its own sandbox.,Claude Mythos Preview solved a corporate network attack simulation estimated to take an expert over 10 hours. No other frontier model had previously completed this cyber range. Claude Mythos Preview is also highly capable at identifying and exploiting known vulnerabilities or misconfigurations to escape the sandbox in which it operates.,,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,cyber-range;sandbox-escape;first-to-solve;anthropic,government-AISI,"STRONG D2/D7 candidate. ⚠ ATTRIBUTION UNRESOLVED: the card credits only ""additional external partners"", not a named agency. §1 hard-drops findings with no evaluating agency named. The CARD is in scope (UK AISI, METR, Gray Swan, SecureBio, Deloitte, Redwood all named elsewhere in it), but THIS finding cannot be filed under a named evaluator as written. Resolve before ingestion. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C."
ANTHROPIC-2026-XX-MYTHOS-AUT1,ANTHROPIC-2026-XX-MYTHOS,UK AISI (attribution to confirm),Government,Mythos Preview System Card,2026,Autonomy,Claude Mythos Preview; Claude Opus 4.6,Pre-deployment,https://www.anthropic.com/claude-mythos-preview-system-card,"On an unpublished machine-learning research task, Claude Mythos Preview rediscovered 4 of 5 key insights against 2 of 5 for Claude Opus 4.6; baselining suggested an experienced research engineer would need several days to a week to ideate, test and implement them.","Claude Mythos Preview rediscovered 4 of 5 key insights, while Claude Opus 4.6 discovered just 2 of 5 key insights. ... it was estimated it would take an experienced research engineer between several days and a week to ideate, test, and implement the insights discovered by Claude Mythos Preview.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,ai-rd;autonomy;research-acceleration;anthropic,government-AISI,"D3 AI R&D acceleration candidate. ⚠ ATTRIBUTION UNRESOLVED: the card credits only ""additional external partners"", not a named agency. §1 hard-drops findings with no evaluating agency named. The CARD is in scope (UK AISI, METR, Gray Swan, SecureBio, Deloitte, Redwood all named elsewhere in it), but THIS finding cannot be filed under a named evaluator as written. Resolve before ingestion. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C."
ANTHROPIC-2026-XX-MYTHOS-AUT2,ANTHROPIC-2026-XX-MYTHOS,UK AISI (attribution to confirm),Government,Mythos Preview System Card,2026,Autonomy,Claude Mythos Preview,Pre-deployment,https://www.anthropic.com/claude-mythos-preview-system-card,"Mythos Preview showed research-capability deficits — poor judgment about idea quality, insufficient hypothesis testing and overconfident conclusions — causing it to miss the final insight and fail the full task.","Claude Mythos Preview also exhibited several deficits in its research capabilities which hindered its performance, including lack of judgment about the quality of its ideas, insufficient hypothesis testing, and overconfident conclusions.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;reassuring-null;company-published,ai-rd;limitations;anthropic,government-AISI,"Capability gap -> Tier B. ⚠ ATTRIBUTION UNRESOLVED: the card credits only ""additional external partners"", not a named agency. §1 hard-drops findings with no evaluating agency named. The CARD is in scope (UK AISI, METR, Gray Swan, SecureBio, Deloitte, Redwood all named elsewhere in it), but THIS finding cannot be filed under a named evaluator as written. Resolve before ingestion. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C."
ANTHROPIC-2026-XX-MYTHOS-ALI1,ANTHROPIC-2026-XX-MYTHOS,Andon Labs,For-Profit,Mythos Preview System Card,2026,Alignment,Claude Mythos Preview; Claude Opus 4.6; Claude Sonnet 4.6,Pre-deployment,https://www.anthropic.com/claude-mythos-preview-system-card,Andon Labs found that on Vending-Bench Arena — a competitive multi-agent simulation where agents are told they will be shut down unless they maximise profit — Claude Mythos Preview was substantially more aggressive in its business conduct than both Claude Opus 4.6 and Claude Sonnet 4.6.,Andon reports that this previous version of Claude Mythos Preview was substantially more aggressive than both Claude Opus 4.6 and Claude Sonnet 4.6 in its busines,,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,vending-bench;multi-agent;shutdown-pressure;andon-labs,third-party-evaluator,Filed under Andon Labs per §1 carve-out. ⚠ ANDON LABS IS NOT ON THE ROSTER despite doing pre-deployment testing for a frontier lab — flag for the next roster derivation. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2026-XX-SONNET5-JAI1,ANTHROPIC-2026-XX-SONNET5,Gray Swan AI + UK AISI + US CAISI,For-Profit;Government,Claude Sonnet 5 System Card,2026,Jailbreaks;Cyber,Claude Sonnet 5; other frontier models,Pre-deployment,https://www.anthropic.com/claude-sonnet-5-system-card,"A Gray Swan red-teaming competition run with the UK AI Security Institute, the US CAISI and other developers produced 1,130 highly transferable indirect prompt-injection attacks across 28 scenarios covering private data exfiltration, data destruction, system compromise and unintended financial transactions.","we organized a competition where red-teamers were tasked with finding attacks against frontier models in 28 different attack scenarios that test susceptibility to indirect prompt injections that attempt to induce irreversible harmful actions, including private data exfiltration, data destruction, system compromise, and unintended financial transactions. ... we selected 1,130 attacks that showed high transferability across target models.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,indirect-prompt-injection;gray-swan;uk-aisi;us-caisi,government-AISI,Joint exercise with two government AISIs. Successor to ART; spans coding and computer use. Related to JOINT-2026-03c (arXiv 2603.15714) — check §5 dedup at ingestion. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
OPENAI-2024-05-SELF-AUT1,OPENAI-2024-05-SELF,METR,Non-Profit (AIEF),GPT-4o System Card,2024-05,Autonomy,GPT-4o,Pre-deployment,https://cdn.openai.com/gpt-4o-system-card.pdf,"METR ran a GPT-4o-based agent on long-horizon multi-step tasks in virtual environments; the model scored 0/10 on selected machine-learning engineering tasks and was unable to robustly take autonomous actions, typically completing substeps but losing time to trial-and-error debugging.",Select machine learning engineering tasks from METR: 0/10 trials ... GPT-4o was unable to robustly take autonomous actions.,,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding;reassuring-null;company-published,autonomy;metr;openai,third-party-evaluator,Filed under METR per §1 carve-out. Reassuring null -> Tier B. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
OPENAI-2024-09-SELF-ALI1,OPENAI-2024-09-SELF,Apollo Research,Non-Profit (Independent),OpenAI o1-preview / o1-mini System Card,2024-09,Alignment,OpenAI o1-preview; o1-mini,Pre-deployment,https://cdn.openai.com/o1-system-card.pdf,Apollo Research evaluated scheming capabilities in the o1 models and judged catastrophic outcomes unlikely because o1 agentic capabilities appear insufficient — while noting their evaluations were not designed to assess that risk directly.,"Apollo Research believes that it is unlikely that such instances would lead to catastrophic outcomes as o1 agentic capabilities do not appear sufficient, but their evaluations were not designed to directly assess this risk.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,scheming;deception;apollo;openai,third-party-evaluator,Filed under Apollo per §1 carve-out. Reassuring-with-caveat; the caveat is load-bearing. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
OPENAI-2024-12-SELF-JAI1,OPENAI-2024-12-SELF,UK AISI + US AI Safety Institute,Government,OpenAI o1 System Card,2024-12,Governance;Eval-methodology,OpenAI o1,Pre-deployment,https://cdn.openai.com/o1-system-card-20241205.pdf,A set of pre-deployment evaluations of a version of the o1 model was conducted by the UK AI Safety Institute and the US AI Safety Institute as part of OpenAI's external-expert partnership.,"ontinued effort to partner with external experts, a set of predeployment evaluations were conducted on a version of the o1 model by the U.",,,,,,,,,,,,,,,,,,,,,,,no,,governance;company-published,pre-deployment-testing;uk-aisi;us-aisi;openai,government-AISI,"Governance/process finding -> Tier C. ⚠ NEEDS FULL READ — the card states the testing occurred; check whether the institutes' RESULTS are reproduced, or whether this is another never-published MOU case (§1 hard drop). Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C."
OPENAI-2025-04-SELF-CYB1,OPENAI-2025-04-SELF,Pattern Labs,For-Profit,OpenAI o3 and o4-mini System Card,2025-04,Cyber,OpenAI o3; o4-mini,Pre-deployment,https://cdn.openai.com/pdf/2221c875-02dc-4789-800b-e7758f3722c1/o3-and-o4-mini-system-card.pdf,"Pattern Labs evaluated o3 and o4-mini across three classes of offensive-cyber challenge, including Evasion — the skills needed to avoid detection by security systems.","Pattern Labs, an AI Security organization that addresses and mitigates frontier cybersecurity risks, evaluated OpenAI o3 and o4-mini's ability to solve three types of cyberoffensive challenges: Evasion: Covers the skills needed to avoid detection by security",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,cyber;evasion;pattern-labs;openai,third-party-evaluator,⚠ NEEDS FULL READ for the measured pass rates before this can be tiered properly. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
OPENAI-2025-11-SELF-CYB1,OPENAI-2025-11-SELF,Irregular (formerly Pattern Labs),For-Profit,GPT-5.1-Codex-Max System Card,2025-11,Cyber,GPT-5.1-Codex-Max,Pre-deployment,https://deploymentsafety.openai.com/gpt-5-1-codex-max,"Irregular evaluated GPT-5.1-Codex-Max on network attack simulation, vulnerability discovery and exploitation, and evasion, but reports it had insufficient time to experiment extensively with the model's scaffolding — a stated limitation on the evaluation's completeness.","Irregular had access to scaffolding, but in the time given, were not able to extensively experiment with the feature.",,,,,,,,,,,,,,,,,,,,,,,yes,no,methodology;company-published,cyber;irregular;evaluation-access;openai,third-party-evaluator,Evaluator-access limitation — directly relevant to the paper's argument about third-party evaluation conditions. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C.
META-2026-07-MUSESPARK-JAI1,META-2026-07-MUSESPARK,Gray Swan AI,For-Profit,Muse Spark Safety & Preparedness Report,2026-07-09,Jailbreaks,Muse Spark,Pre-deployment,https://ai.meta.com/static-resource/muse-spark-safety-and-preparedness-report,"On Gray Swan's Agent Red Teaming (ART) benchmark, Meta's Muse Spark showed greater sensitivity to indirect prompt injection than every other model Gray Swan evaluated; Meta's own measurement puts pass@1 injection success at 11.7%.","On the third-party GraySwan ART benchmark (Zou et al., 2025), Muse Spark currently shows greater sensitivity to injection than the other models GraySwan evaluated.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding;company-published,indirect-prompt-injection;art-benchmark;gray-swan;meta,third-party-evaluator,"Gray Swan RAN the evaluation -> contribution, not benchmark usage. Filed under Gray Swan per §1 carve-out. Extracted 2026-08-14. TODO severity ensemble + Channel A/B/C."
