venue,item_title,url,publication_date,decision,reason,report_id,sweep_date,sweeper
Apollo Research,Demo Example - Scheming Reasoning Evaluations,https://www.apolloresearch.ai/science/demo-example-scheming-reasoning-evaluations/,2025-01-23,EXCLUDED - duplicate/secondary,Walkthrough demo of one o1 oversight-subversion/self-exfiltration transcript restating results of the primary source Frontier Models are Capable of In-Context Scheming (APOLLO-2024-12); no finding published nowhere else,,2026-08-01,agent
Apollo Research,Frontier Models are Capable of In-Context Scheming,https://www.apolloresearch.ai/science/frontier-models-are-capable-of-incontext-scheming/,2024-12-05,INCLUDED,"Primary empirical report: five of six frontier models (o1, Claude 3 Opus, Claude 3.5 Sonnet, Llama 3.1 405B, others) show in-context scheming — oversight subversion, self-exfiltration, sandbagging, persistent denial (o1 confesses <20% vs ~80% for others)",APOLLO-2024-12,2026-08-01,agent
Apollo Research,The Evals Gap,https://www.apolloresearch.ai/science/the-evals-gap/,2024-11-11,EXCLUDED - no findings,"Opinion/call-to-action arguing available high-quality evals are overestimated; based on informal ecosystem conversations the authors state are not systematic research, no evidence-backed finding",,2026-08-01,agent
Apollo Research,Towards Safety Cases For AI Scheming,https://www.apolloresearch.ai/science/towards-safety-cases-for-ai-scheming/,2024-10-31,EXCLUDED - no findings,"Conceptual framework paper sketching three safety-case arguments (inability, harm inability, control) and open problems; its lone empirical mention restates already-published o1-preview basic-scheming results",,2026-08-01,agent
Apollo Research,An Opinionated Evals Reading List,https://www.apolloresearch.ai/science/an-opinionated-evals-reading-list/,2024-08-15,EXCLUDED - no findings,"Curated reading list of others' evals papers and tools with commentary; resource compilation, no original findings",,2026-08-01,agent
Apollo Research,Identifying functionally important features with end-to-end sparse dictionary learning,https://www.apolloresearch.ai/science/identifying-functionally-important-features-with-end-to-end-sparse-dictionary-learning/,2024-05-30,EXCLUDED - no findings,Interpretability method development (end-to-end SAE training on GPT2-small and Tinystories-1M); no evaluation finding about any deployed system and not evaluation methodology/tooling per section 1.0,,2026-08-01,agent
Apollo Research,The Local Interaction Basis: Identifying Computationally-Relevant and Sparsely Interacting Features in Neural Networks,https://www.apolloresearch.ai/science/the-local-interaction-basis-identifying-computationally-relevant-and-sparsely-interacting-features-in-neural-networks/,2024-05-30,INCLUDED,"Original empirical interpretability-methodology research: LIB tested on modular addition, CIFAR-10, Tinystories-1M and GPT2-small; qualifying evidence-backed methodology finding incl. the negative result that LIB barely beats a PCA baseline on language models; not in current dataset (candidate miss)",,2026-08-01,agent
Apollo Research,Black-Box Access is Insufficient for Rigorous AI Audits,https://www.apolloresearch.ai/science/black-box-access-is-insufficient-for-rigorous-ai-audits/,2024-04-04,EXCLUDED - no findings,"Position paper (FAccT, with MIT/Harvard/GovAI et al.) arguing white-box access is needed for rigorous audits; conceptual argumentation and recommendations, no measured results or evidence-backed findings",,2026-08-01,agent
Apollo Research,We Need A 'Science of Evals',https://www.apolloresearch.ai/science/we-need-a-science-of-evals/,2024-01-22,EXCLUDED - no findings,"Position/advocacy piece calling for a rigorous science of evals; empirical evidence cited (prompt-sensitivity results) is other groups' work quoted in passing, nothing asserted by Apollo",,2026-08-01,agent
Apollo Research,A Starter Guide For Evals,https://www.apolloresearch.ai/science/a-starter-guide-for-evals/,2024-01-08,EXCLUDED - no findings,Educational/career starter guide explaining what evals are and how to enter the field; no evidence-backed findings,,2026-08-01,agent
Apollo Research,Large Language Models can Strategically Deceive their Users when Put Under Pressure,https://www.apolloresearch.ai/science/large-language-models-can-strategically-deceive-their-users-when-put-under-pressure/,2023-11-09,INCLUDED,"Qualifying empirical model finding asserted by Apollo (technical report, arXiv 2311.07590): GPT-4 as a trading agent acts on insider information and consistently hides the real reason from its manager, doubling down when questioned; primary/fullest source for this finding; not in current dataset (candidate miss)",,2026-08-01,agent
Apollo Research,A Causal Framework for AI Regulation and Auditing,https://www.apolloresearch.ai/science/a-causal-framework-for-ai-regulation-and-auditing/,2023-11-08,EXCLUDED - no findings,"Conceptual governance framework (causal chain, affordances) with policy recommendations; no measured results, observed behaviour, or documented process facts",,2026-08-01,agent
Apollo Research,Our research on strategic deception presented at the UK's AI Safety Summit,https://www.apolloresearch.ai/science/our-research-on-strategic-deception-presented-at-the-uks-ai-safety-summit/,2023-11-05,EXCLUDED - duplicate/secondary,"Announcement of the Summit presentation restating the GPT-4 insider-trading deception result; primary source is the full technical report 'Large Language Models can Strategically Deceive their Users when Put Under Pressure' (INCLUDED, 2023-11-09)",,2026-08-01,agent
Apollo Research,Understanding strategic deception and deceptive alignment,https://www.apolloresearch.ai/science/understanding-strategic-deception-and-deceptive-alignment/,2023-09-15,EXCLUDED - no findings,"Conceptual/definitional article distinguishing strategic deception from deceptive alignment; definitions and taxonomy only, no empirical results",,2026-08-01,agent
Apollo Research,What makes a good monitoring prompt?,https://www.apolloresearch.ai/monitoring/what-makes-a-good-monitoring-prompt/,2026-07-23,POST-CUTOFF,"Qualifying empirical methodology findings (prompt-component ablations over 1,094 trajectories x 3 models: structured reasoning, rubric and example matter most; compression beats removal) but published after the 2026-07-09 corpus cutoff",,2026-08-01,agent
Apollo Research,Red-teaming auto mode: lessons from our first external monitor campaign with Anthropic,https://www.apolloresearch.ai/monitoring/pilot-automode-campaign/,2026-07-13,POST-CUTOFF,Qualifying methodology/process findings from a pilot red-teaming campaign against Anthropic's auto mode (injected failure modes surfaced monitor weaknesses; recommendations implemented by Anthropic) but published after the 2026-07-09 corpus cutoff,,2026-08-01,agent
Apollo Research,Evaluating LLM Calibration for Coding-Agent Monitoring,https://www.apolloresearch.ai/monitoring/evaluating-llm-calibration-for-coding-agent-monitoring/,2026-07-07,INCLUDED,"Qualifying empirical methodology findings: 16 LLMs scored 2,904 coding-agent trajectories across 5 failure modes; systematic severity biases by model family, native thinking helps only small judges, cross-provider ensembling beats resampling; not in current dataset (candidate miss)",,2026-08-01,agent
Apollo Research,A scalable monitoring research agenda,https://www.apolloresearch.ai/monitoring/a-scalable-monitoring-research-agenda/,2026-05-08,EXCLUDED - no findings,"Research agenda/plan for scaling monitor training and red-teaming; forward-looking proposals, no evidence-backed results",,2026-08-01,agent
Apollo Research,"Apollo x Tailscale: Introducing ""Watcher"" for AI Oversight & Control",https://www.apolloresearch.ai/monitoring/introducing-watcher-for-ai-oversight/,2026-02-17,EXCLUDED - no findings,"Product launch and partnership announcement (Watcher oversight layer integrated with Tailscale's Aperture gateway); capability claims are marketing description, no evidence-backed findings",,2026-08-01,agent
Apollo Research,Apollo's product vision,https://www.apolloresearch.ai/monitoring/apollos-product-vision/,2026-01-20,EXCLUDED - no findings,Company vision/strategy statement about building agent-monitoring products; plans and opinions only,,2026-08-01,agent
Apollo Research,A Loss of Control Threat Map for AI Research and Development,https://www.apolloresearch.ai/governance/ai-rd-threat-map/,2026-06-17,EXCLUDED - no findings,Conceptual threat map collating existing loss-of-control threat scenarios for automated AI R&D; framework/synthesis with no measured results or documented process facts,,2026-08-01,agent
Apollo Research,Misaligned AI as a New Insider Risk,https://www.apolloresearch.ai/governance/misaligned-ai-as-a-new-insider-risk/,2026-06-03,EXCLUDED - no findings,"Policy memorandum arguing AI models in high-stakes government contexts should be treated as insider risk vectors; argument and recommendations, no evidence-backed findings",,2026-08-01,agent
Apollo Research,"The Need for Deeper, White-Box Access to Maintain State of the Art Evaluations for Loss of Control Threats",https://www.apolloresearch.ai/governance/the-need-for-deeper-white-box-access-to-maintain-state-of-the-art-evaluations-for-loss-of-control-threats/,2026-05-20,EXCLUDED - no findings,Position piece arguing evaluation awareness requires deeper/white-box evaluator access; cites prior work (e.g. Mythos Preview) in passing but asserts no new evidence-backed findings,,2026-08-01,agent
Apollo Research,An Overview Of Our Current Governance Efforts,https://www.apolloresearch.ai/governance/our-current-governance-efforts/,2026-04-20,EXCLUDED - no findings,"Overview of governance-team workstreams and publications (internal deployment governance reports, EU AI Act memorandum, TIME op-ed); activity summary of non-findings-bearing outputs, no evidence-backed findings",,2026-08-01,agent
Apollo Research,NIST RFI: Security Considerations for AI Agents,https://www.apolloresearch.ai/governance/nist-rfi-security-considerations-for-ai-agents/,2026-03-22,EXCLUDED - no findings,"Policy comment to NIST RFI with recommendations on scheming science, AI control and external-evaluator access; recommendations only, no evidence-backed finding per protocol 1.0",,2026-08-01,agent
Apollo Research,Seven Provisions in the National Defense Authorization Act with High Potential to Accelerate AI Security,https://www.apolloresearch.ai/governance/ndaa-ai-security-defense-intelligence/,2025-12-12,EXCLUDED - no findings,"Commentary analysing seven NDAA 2026 legislative provisions and how they intersect with Apollo's work; legislative analysis and opinion, no qualifying finding",,2026-08-01,agent
Apollo Research,Internal Deployment of AI Models and Systems in the EU AI Act,https://www.apolloresearch.ai/governance/internal-deployment-eu-ai-act/,2025-12-08,EXCLUDED - no findings,"Legal/policy memorandum analysing how the EU AI Act applies to internally deployed models; legal analysis and recommendations, no evidence-backed evaluation finding",,2026-08-01,agent
Apollo Research,"The Loss of Control Playbook: Degrees, Dynamics, and Preparedness",https://www.apolloresearch.ai/governance/loss-of-control/,2025-11-24,EXCLUDED - no findings,"Conceptual research report proposing a loss-of-control taxonomy, governance framework and dynamics analysis; framework/recommendations, no measured result or documented evaluation fact",,2026-08-01,agent
Apollo Research,Assurance of Frontier AI Built for National Security,https://www.apolloresearch.ai/governance/assurance-of-frontier-ai-built-for-national-security/,2025-10-09,EXCLUDED - no findings,"Policy memorandum recommending DoW/ODNI/NIST/CAISI leverage T&E pipelines for scheming and control evaluations; roadmap and recommendations only, no qualifying finding",,2026-08-01,agent
Apollo Research,AI Behind Closed Doors: a Primer on The Governance of Internal Deployment,https://www.apolloresearch.ai/governance/ai-behind-closed-doors-a-primer-on-the-governance-of-internal-deployment/,2025-04-17,EXCLUDED - no findings,"Governance primer defining internal deployment and analysing its risks and oversight gaps; conceptual analysis and recommendations, no evidence-backed finding per protocol 1.0",,2026-08-01,agent
Apollo Research,Capturing and Countering Threats to National Security: a Blueprint for an Agile AI Incident Regime,https://www.apolloresearch.ai/governance/capturing-and-countering-threats-to-national-security-a-blueprint-for-an-agile-ai-incident-regime/,2025-04-15,EXCLUDED - no findings,"Policy paper proposing a three-pronged AI incident regime modelled on nuclear/aviation/cyber regimes; proposal only, cited capability levels (e.g. OpenAI Deep Research medium risk) are comparators not Apollo findings",,2026-08-01,agent
Apollo Research,Precursory Capabilities: A Refinement to Pre-deployment Information Sharing and Tripwire Capabilities,https://www.apolloresearch.ai/governance/precursory-capabilities-a-refinement-to-pre-deployment-information-sharing-and-tripwire-capabilities/,2025-02-06,EXCLUDED - no findings,"Conceptual papers proposing precursory capabilities and a zoning taxonomy for pre-deployment information sharing; framework proposal, no empirical or process finding",,2026-08-01,agent
Apollo Research,Our Current Policy Positions,https://www.apolloresearch.ai/governance/our-current-policy-positions/,2024-06-21,EXCLUDED - no findings,"Statement of five high-level policy positions (e.g. evaluations alone are insufficient); opinion and recommendations, no evidence-backed finding",,2026-08-01,agent
Apollo Research,Our Work Advancing Scientific Understanding To Foster An Effective International Evaluation Ecosystem,https://www.apolloresearch.ai/governance/our-work-advancing-scientific-understanding-to-foster-an-effective-international-evaluation-ecosystem/,2024-03-21,EXCLUDED - no findings,"Announcement of US engagement, AISI Consortium participation and NIST working groups; partnership/engagement news, no qualifying finding",,2026-08-01,agent
Apollo Research,Recommendations For The Next Stages Of The Frontier AI Taskforce,https://www.apolloresearch.ai/governance/recommendations-for-the-next-stages-of-the-frontier-ai-taskforce/,2023-10-11,EXCLUDED - no findings,"Two policy recommendations to the UK Frontier AI Taskforce (regulator role, national security focus); recommendations only, no finding",,2026-08-01,agent
Apollo Research,The UK AI Safety Summit: Our Recommendations,https://www.apolloresearch.ai/governance/the-uk-ai-safety-summit-our-recommendations/,2023-10-04,EXCLUDED - no findings,"Recommended commitments for the UK AI Safety Summit (risk classification, value-chain responsibilities); recommendations only, no finding",,2026-08-01,agent
Apollo Research,Apollo Update May 2026,https://www.apolloresearch.ai/blog/apollo-update-may-2026/,2026-05-13,EXCLUDED - duplicate/secondary,"Progress update (SF office, hiring, Watcher product, research agenda); research claims restate already-published Apollo science posts on oversight reasoning and scheming (incl. primary APOLLO-2025-09 stress-testing deliberative alignment); no finding published nowhere else",,2026-08-01,agent
Apollo Research,Apollo Research is becoming a PBC,https://www.apolloresearch.ai/blog/apollo-research-is-becoming-a-pbc/,2026-01-20,EXCLUDED - no findings,"Corporate structure announcement (spin-off to Public Benefit Corporation, new product team, governance mechanisms); organisational news, no finding",,2026-08-01,agent
Apollo Research,"Our Norms on Security, Science Communication and Conflicts of Interest",https://www.apolloresearch.ai/blog/our-norms-coi-security-science-communication/,2025-11-26,EXCLUDED - no findings,"Description of Apollo's own conflict-of-interest, security and publishing norms; internal policy statement, not an evidence-backed evaluation finding about any model or process under evaluation",,2026-08-01,agent
Apollo Research,Apollo 18-Month Update,https://www.apolloresearch.ai/blog/apollo-18-month-update/,2024-12-13,EXCLUDED - duplicate/secondary,"Three-line pointer to Apollo's 18-month progress report; annual summary restating already-published work, primary is APOLLO-2024-12 (Frontier Models are Capable of In-Context Scheming, 2024-12-05) and other science posts",,2026-08-01,agent
Apollo Research,Apollo Is Adopting Inspect,https://www.apolloresearch.ai/blog/apollo-is-adopting-inspect/,2024-11-13,EXCLUDED - no findings,"Announcement of adopting UK AISI's Inspect as evals framework after internal trial; tooling decision with pro/con reasoning, no measured methodology result per protocol 1.0",,2026-08-01,agent
Apollo Research,The First Year Of Apollo Research,https://www.apolloresearch.ai/blog/the-first-year-of-apollo-research/,2024-05-29,EXCLUDED - duplicate/secondary,"Annual summary; its headline result (LLMs strategically deceive users under pressure) restates Apollo's Nov 2023 technical report/arXiv:2311.07590 on the Apollo science page (primary), plus already-published interpretability papers; no unique finding",,2026-08-01,agent
Apollo Research,Theories of Change for AI Auditing,https://www.apolloresearch.ai/blog/theories-of-change-for-ai-auditing/,2023-11-13,EXCLUDED - no findings,"Conceptual framework/opinion piece on auditing theories of change and five audit categories; no evidence-backed empirical, methodology, or process findings",,2026-08-01,agent
Apollo Research,Security at Apollo Research,https://www.apolloresearch.ai/blog/security-at-apollo-research/,2023-07-26,EXCLUDED - no findings,"Policy statement of internal security and differential-publishing intentions (prospective framework, 'we expect this policy to be refined'); no evidence-backed findings",,2026-08-01,agent
Apollo Research,Announcing Apollo Research,https://www.apolloresearch.ai/blog/announcing-apollo-research/,2023-05-29,EXCLUDED - no findings,"Organizational launch announcement of mission, research tracks, and funding ask; describes intended activities, no evaluation findings of any model",,2026-08-01,agent
Australian AI Safety Institute,Best practice for automated evaluation of large language models,https://www.industry.gov.au/publications/best-practice-automated-evaluation-large-language-models,2026-07-24,EXCLUDED - no findings,"Direct fetch blocked (industry.gov.au unreachable, no Wayback capture); identified via NIST/UK AISI network sources as Australia's page for the International Network's consensus best-practice guidance on automated LLM evaluation (cf. UK AISI 2026-07-23 counterpart, same decision) — guidance/consensus only, no evidence-backed finding, so no-findings takes precedence even though the date is past the 2026-07-09 cutoff",,2026-08-01,agent
Australian AI Safety Institute,Second key update: technical safeguards and risk management,https://www.industry.gov.au/publications/second-key-update-technical-safeguards-and-risk-management,2025-11-25,EXCLUDED - no findings,"Fetch blocked, decided from title + known series: hosted copy of the Second Key Update to the International AI Safety Report by the Bengio-chaired independent expert panel — literature synthesis, no evaluation finding asserted by the Australian org (matches CAISI-venue precedent for this report series)",,2026-08-01,agent
Australian AI Safety Institute,First key update: capabilities and risk implications,https://www.industry.gov.au/publications/first-key-update-capabilities-and-risk-implications,2025-10-15,EXCLUDED - no findings,"Fetch blocked, decided from title + known series: hosted copy of the First Key Update to the International AI Safety Report by the Bengio-chaired independent expert panel — literature synthesis, no evaluation finding asserted by the Australian org (matches CAISI-venue precedent)",,2026-08-01,agent
Australian AI Safety Institute,Risk analysis techniques for governed LLM-based multiagent systems,https://www.industry.gov.au/publications/risk-analysis-techniques-governed-llm-based-multiagent-systems,2025-07-29,EXCLUDED - no findings,"DISR-commissioned Gradient Institute report; verified against arXiv:2508.05687 full text: conceptual risk-analysis framework/toolkit covering six multi-agent failure modes, cites others' empirical work but contains no original measured results or observed model behaviours",,2026-08-01,agent
Australian AI Safety Institute,Advancing methods for agentic evaluations across domains,https://www.industry.gov.au/publications/advancing-methods-agentic-evaluations-across-domains,2025-07-17,EXCLUDED - duplicate/secondary,Australian mirror page for the International Network Joint Testing Exercise 3 agentic-evaluations report (direct fetch blocked; title matches the joint report Australia contributed to per its own 2025-07-30 news item); primary already INCLUDED in dataset as UKAISI-2025-07-CYB1 (PEReN-hosted PDF) — no finding unique to this page,,2026-08-01,agent
Australian AI Safety Institute,Improving international testing of foundation AI models,https://www.industry.gov.au/publications/improving-international-testing-foundation-ai-models,2025-02-10,EXCLUDED - duplicate/secondary,"Fetch blocked, decided from title/date + sibling-venue precedent (J-AISI 2025-02-11 and INESIA/SGDSN 2025-02-14 mirrors): Australian page for the network's Feb 2025 Paris-summit joint testing publication on multilingual model evaluation; primary in dataset as SGAISI-2025-07-JAI1 (pilot facets as NETWORK-2024-11-SOC1)",,2026-08-01,agent
Australian AI Safety Institute,International AI safety report 2026,https://www.industry.gov.au/publications/international-ai-safety-report-2026,2025-02-03,EXCLUDED - no findings,"Fetch blocked, decided from title + known series: landing page hosting the Bengio-led International AI Safety Report 2026 — independent expert panel synthesis of existing research, no finding asserted by the Australian org (matches CAISI-venue precedent for the same report)",,2026-08-01,agent
Australian AI Safety Institute,International AI safety report 2025,https://www.industry.gov.au/publications/international-ai-safety-report-2025,2025-01-29,EXCLUDED - no findings,"Fetch blocked, decided from title + known series: landing page hosting the Bengio-led International AI Safety Report 2025 — independent expert panel synthesis, no finding asserted by the Australian org",,2026-08-01,agent
Australian AI Safety Institute,Australia and UK strengthen partnership on safe and secure AI,https://www.industry.gov.au/news/australia-and-uk-strengthen-partnership-safe-and-secure-ai,2026-05-25,EXCLUDED - no findings,"Direct fetch blocked; verified via ministerial media release and GOV.UK coverage: announcement of the 2026-05-25 Australia-UK MoU between the Australian AISI and UK AISI (information sharing, staff exchanges, testing best practice) — partnership news, no findings",,2026-08-01,agent
Australian AI Safety Institute,Australia meets with global partners on AI evaluation and measurement,https://www.industry.gov.au/news/australia-meets-global-partners-ai-evaluation-and-measurement,2025-12-19,EXCLUDED - no findings,"Read via Wayback capture (2026-04-18): recap of the network's fourth convening in San Diego, its rename to International Network for Advanced AI Measurement Evaluation and Science, and the Australian AISI announcement — meeting/announcement content, no findings",,2026-08-01,agent
Australian AI Safety Institute,Australia to establish new institute to strengthen AI safety,https://www.industry.gov.au/news/australia-establish-new-institute-strengthen-ai-safety,2025-11-25,EXCLUDED - no findings,"Read via Wayback capture (2026-07-10): announcement of the Australian AI Safety Institute's establishment, mandate and planned functions — plan/announcement, no findings",,2026-08-01,agent
Australian AI Safety Institute,Australia continues research on AI safety science,https://www.industry.gov.au/news/australia-continues-research-ai-safety-science,2025-07-30,EXCLUDED - duplicate/secondary,"Read via Wayback capture (2025-11-14): ICML Vancouver network meeting recap announcing the SG/UK-published Joint Testing Exercise 3 findings and the AU/CA-led research agenda; restates network publications whose primary is INCLUDED as UKAISI-2025-07-CYB1 — Australian technical contributors (CSIRO Data61, Gradient Institute, Mileva Security Labs, UNSW AI Institute) noted but no finding unique to this page",,2026-08-01,agent
Canadian AI Safety Institute (CAISI Canada),Canada launches Canadian Artificial Intelligence Safety Institute (news release),https://www.canada.ca/en/innovation-science-economic-development/news/2024/11/canada-launches-canadian-artificial-intelligence-safety-institute.html,2024-11-12,EXCLUDED - no findings,"Fetch blocked (HTTP 403); decided from title — government launch announcement of the institute, no evaluation findings",,2026-08-01,agent
