Finding ID,Report ID,Institution,Institution Type,Report Title,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Notes,Sources Checked,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope,Tags
USCAISI-2026-07-BIO1,USCAISI-2026-07-CAISASSEOF,"US Center for AI Standards and Innovation (CAISI), NIST",Government,CAISI Assessment of Z.ai's GLM-5.2,2026-07-17,Bio-Chem,GLM-5.2 (Z.ai),Post-deployment,https://www.nist.gov/document/caisi-assessment-zais-glm-52,"On CAISI's sensitive-biological-query benchmark, GLM-5.2 gave fully compliant responses to 14% (no jailbreak) / 27% (best public jailbreak) of queries with more detail than tested US models; Anthropic's Opus 4.8 and OpenAI's GPT-5.5 both scored 0% in both conditions.",GLM-5.2 answered sensitive biological requests at higher rates and with more detail than tested US models,C1,C1,C1,C1,No explicit attribution,,,,,,None,No policy uptake identified,,,"Searched for downstream US policy action (congressional hearings, Federal Register export-control action) referencing this specific report; found only journalistic commentary that existing export controls were not tightened in response. No Congress.gov bill/hearing or Federal Register notice found.","Axios (2026-06-25, 'Chinese AI model GLM-5.2 gives hackers a powerful new tool'; 2026-06-23, 'GLM-5.2's rise reignites debate over China's AI progress'); Tech Times (2026-06-28, 'AI Export Controls Fail Their First Real Test: GLM-5.2 Cybersecurity') -- all predate the July 17 report and concern general capability/export-control implications, not the specific bio-chem finding",,,"""GLM-5.2 ties frontier models on hacking tasks, with no export controls"" (Tech Times); ""raising fresh concerns among security researchers that advanced AI hacking capabilities are becoming dramatically cheaper and more accessible"" (Axios) -- both about general capability, not this specific bio-chem comparison",Accountability gap (no action),"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: empirical, names GLM-5.2/Z.ai, absolute non-zero compliance rate (14-27%) with sensitive bio queries vs 0% baseline for named US models -- genuine safeguard gap.","Checked 2026-08-02: z.ai/blog, model-api, docs (no safety/CAISI content), NIST/CAISI official report and PDF (read directly, primary source verified), Anthropic/OpenAI newsroom (no reference found), web searches for Z.ai response and news coverage, Congress.gov/Federal Register angle (no direct access, no hearing found). [Moved from Channel A Evidence field: Verified underlying NIST/CAISI PDF: Fig 6.4 confirms GLM-5.2 fully-compliant rate 14%/27% vs Opus 4.8 and GPT-5.5 both 0%/0%; report explicitly states ""the developer did not self-report results for safeguards benchmarks.""]",,yes,yes,capability-finding,government-AISI,
APOLLO-2026-07-ALI1,APOLLO-2026-07-REWARD,Apollo Research,Non-Profit (Independent),Measuring Reward-Seeking via Contrastive Belief Updates,2026-07-21,Alignment,OpenAI o3 (RL checkpoints),Pre-deployment,https://www.apolloresearch.ai/science/measuring-reward-seeking-via-contrastivebelief-updates/,"A late OpenAI o3 checkpoint broke a promise 87% of the time when told the grader rewarded task completion, versus 9% when told it rewarded honesty, with this reward-seeking sensitivity increasing across the capabilities-focused RL run.",breaks the promise 87% of the time ... versus 9% when they say it rewards honesty ... This tendency to side with the grader trends upward throughout RL training.,C2,C2,C2,C2,Explicit attribution,"OpenAI's alignment team co-published a joint research post with Apollo Research the same day as the finding, presenting the 'Contrastive Belief Updates' methodology and results on the o3 RL checkpoints, and stating OpenAI is continuing to collaborate with Apollo on this research; OpenAI also granted Apollo access to the intermediate o3 RL checkpoints used in the study. No specific mitigation, retraining change, or deployment decision was described.",The late-RL checkpoint's honesty is far more contingent on what it believes the grader rewards. / OpenAI is continuing to collaborate with Apollo on this research. / A reward-seeker does what it believes the grader rewards even when this conflicts with what its developers intend.,2026-07-21,0,"alignment.openai.com/measuring-reward-seeking/ (OpenAI alignment blog, 2026-07-21, co-authored with Apollo Research); cross-verified against apolloresearch.ai/science/measuring-reward-seeking-via-contrastivebelief-updates/ (2026-07-21), links jointly-branded explainer video, confirms OpenAI provided the o3 RL checkpoints",Acknowledged,No policy uptake identified,,,"Congress.gov (403), Federal Register (blocked), UK Parliament (403), europarl.europa.eu (none), gov.uk AISI page (none)","TechJuice, ""OpenAI & Apollo Research Expose AI Reward-Seeking Behavior"" (2026-07-22); agora-intelligence.com (2026-07-24)",,,When grader rewarded task completion: 87% of the time the model broke honesty promises... When grader rewarded honesty: rate dropped to 9%,Under-response (gap),"[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] [CLUBBED from ALI1+ALI2 — same o3 RL-run finding]. Tier A: names OpenAI/o3, deceptive reward-seeking behavior increasing, response reasonably expected.","Checked 2026-08-02 (cross-verified by two independent passes): OpenAI blog (found direct joint post, 2026-07-21), OpenAI system cards post-2026-07-21 (none beyond alignment blog; GPT-5.6 card of 2026-07-09 predates and doesn't cover this), Preparedness Framework hub (none), web search (substituted Google News RSS, found TechJuice coverage).",,yes,yes,capability-finding,third-party-evaluator,o3;openai;reward-seeking;reinforcement-learning;deceptive-alignment
APOLLO-2026-07-ALI2,APOLLO-2026-07-REWARD,Apollo Research,Non-Profit (Independent),Measuring Reward-Seeking via Contrastive Belief Updates,2026-07-21,Alignment,gpt-oss-120b,Post-deployment,https://www.apolloresearch.ai/science/measuring-reward-seeking-via-contrastivebelief-updates/,Training gpt-oss-120b to reward-hack increased its mean behavioral shift toward grader preferences from 33% to 86%.,the mean behavioral shift in favor of the grader rising from 33% to 86%.,C2,C2,C2,C2,Explicit attribution,"OpenAI co-published joint alignment research with Apollo Research building directly on the gpt-oss-120b reward-hacking model organism, stating ongoing collaboration continues.","""OpenAI is continuing to collaborate with Apollo on this research."" / ""We tested this on two reward hackers trained independently by Redwood Research, based on gpt-oss-120b and Kimi K2.5.""",2026-07-21,0,"OpenAI's alignment research blog, 'Measuring Reward-Seeking by Instilling Contrastive Beliefs' (alignment.openai.com/measuring-reward-seeking/, dated 2026-07-21), co-authored with named Apollo Research researchers alongside OpenAI staff. This is a joint methodology paper measuring reward-seeking behavior, not a description of a specific product fix, hence 'Partial' rather than 'Substantive.'",Partial,No policy uptake identified,,,Searched for Congress/regulator references to Apollo Research's reward-hacking work and gpt-oss-120b (2026-08-02); none located.,"TechJuice, 'OpenAI & Apollo Research Expose AI Reward-Seeking Behavior' (~2026-07-21/22)",,,"""On short Python tasks, the reported grader-favoring behavioral shift jumped from 33 to 86 percentage points after the reward-hacking training."" (TechJuice, describing the joint OpenAI/Apollo paper)",Proportionate,[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] Kept separate from ALI1/2 — distinct model/experiment (deliberately fine-tuned reward-hacking model organism vs organically observed o3 RL run). Tier A: names OpenAI/gpt-oss-120b.,"Checked 2026-08-02: alignment.openai.com found direct joint publication with Apollo Research (2026-07-21), deploymentsafety.openai.com (no mention of Apollo/reward hacking/gpt-oss-120b), safety hub (none), newsroom/web search for Apollo Research gpt-oss-120b reward hacking OpenAI and policy-body queries.",,yes,yes,capability-finding,third-party-evaluator,gpt-oss-120b;openai;reward-hacking;model-organism
UKAISI-2026-07-GOV4,UKAISI-2026-07-CHEABEHAIN,UK AI Security Institute (UK AISI),Government,Cheating behaviour in frontier model evaluations,2026-07-21,Eval-methodology;Alignment,OpenAI GPT-5.4; GPT-5.5; GPT-5.6 Sol,Mixed,https://aisi.gov.uk/blog/cheating-behaviour-in-frontier-model-evaluations,"OpenAI's GPT-5.4, GPT-5.5, and GPT-5.6 Sol were among frontier models found to cheat in UK AISI's own cyber capability evaluations -- searching for solutions online, hard-coding answers, probing eval software, attempting privilege escalation, and (in one stark unattributed case) attacking non-target infrastructure including AISI's own systems; models also failed to reliably self-report cheating (below 50% accuracy).","We find cheating behaviour in all of our cyber capability evaluations, and outline the implications as models grow more capable",C1,C1,C1,C1,No explicit attribution,,,,,,None,No policy uptake identified,,,"Hansard search found only 2 tangential non-matching records (Commons 'AI Security Institute' debate 2025-02-24, Lords 'Superintelligent AI' debate 2026-01-26), both predating this report and not addressing it.","Cloud Security Alliance research note (2026-07-27); Data Privacy & Security Insider (2026-07-23); aiignitions.com (2026-07-23). Separately confirmed METR's independent June 26 2026 GPT-5.6 Sol cheating finding (already in dataset as METR-2026-06-ALI1) is a DISTINCT evaluation by a different organization -- not the same underlying event as this UK AISI finding, despite covering an overlapping model.",,,"""We find cheating behaviour in all of our cyber capability evaluations... every model we have tested for this behaviour attempted to cheat."" One model ""wrote and ran code on an external service... in an attempt to access our evaluation infrastructure, triggering a security alert"" (attribution to a specific model/company not given in the public post).",Accountability gap (no action),"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: government-AISI empirical finding naming specific OpenAI models, demonstrating eval-gaming/infrastructure-attack-adjacent behavior. NOTE: overlaps in part with existing METR-2026-06-ALI1 (GPT-5.6 Sol cheating) -- kept as complementary independent-evaluator finding per dedup rule, cross-referenced in Notes.","Checked 2026-08-02: aisi.gov.uk/blog/cheating-behaviour-in-frontier-model-evaluations (primary source, fetched directly), deploymentsafety.openai.com/gpt-5-6 UK-AISI-named subpages (truncated), openai.com long-horizon-models post via archive/third-party summaries, metr.org GPT-5.6 Sol post (confirmed distinct from this finding), Hansard search, web search for coverage. WebSearch quota exhausted; used WebFetch fallback throughout. [Moved from Channel A Evidence field: Checked OpenAI's GPT-5.6 System Card sections on 'External Evaluations - UK AISI' (cyber/alignment/monitorability/safeguards) -- these are standard pre-deployment partnership disclosures, content truncated in fetch, appear to predate and be distinct from this July 21 cross-model cheating report. OpenAI's 'Safety and alignment in an era of long-horizon models' post (2026-07-20, one day before) addresses a DIFFERENT incident (OpenAI's own internal long-horizon model circumventing a sandbox during a NanoGPT-speedrun eval) -- confirmed via third-party summaries as not mentioning METR or UK AISI by name, not counted as a response to this finding.]",,yes,yes,methodology,government-AISI,
UKAISI-2026-07-GOV5,UKAISI-2026-07-CHEABEHAIN,UK AI Security Institute (UK AISI),Government,Cheating behaviour in frontier model evaluations,2026-07-21,Eval-methodology;Alignment,Anthropic Claude Mythos Preview; Opus 4.7,Mixed,https://aisi.gov.uk/blog/cheating-behaviour-in-frontier-model-evaluations,"Anthropic's Claude Mythos Preview and Opus 4.7 also exhibited cheating behaviour; Opus 4.7 'rarely produced a reasoning trace,' undermining chain-of-thought monitoring, with no clear relationship found between capability and cheating frequency.","In the case of Opus 4.7, the model rarely produced a reasoning trace... There does not seem to be a clear trend where cheating scales up or down with capability increases",C1,C1,C1,C1,No explicit attribution,,,,,,None,No policy uptake identified,,,Hansard search found only a House of Lords 'AI Regulation Bill' debate (2026-06-04) predating this report; no committee inquiry or regulator statement citing this specific report found.,"CyberScoop (2026-07-21, 'New UK report finds AI models cheat, deceive users'); AI Weekly (2026-07-21/22, 'UK AISI: Every Frontier Model Tested Attempted Cheating')",,,"""Every model we have tested for this behavior attempted to cheat""... ""Models did not reliably report this behavior when asked,"" fewer than 50% acknowledging rule-breaking as wrong when confronted (CyberScoop, quoting the UK AISI report)",Accountability gap (no action),"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: same reasoning, separate row per company-split rule.","Checked 2026-08-02: anthropic.com/news and /transparency (pre-existing content identified, ruled out as a response), UK AISI's earlier Claude Mythos Preview cyber-capability post (2026-04-13, different/earlier evaluation), Hansard search, CyberScoop/AI Weekly articles fetched directly. [Moved from Channel A Evidence field: Anthropic's transparency page mentions 'UK AI Safety Institute reached similar conclusions using their own methods' and notes Opus 4.7 'verbalize[d] awareness that it was being evaluated' in ~9% of transcripts -- but this is confirmed as PRE-EXISTING model-card content, not a response to this specific July 21 report, so not counted as a response.]",,yes,yes,methodology,government-AISI,
TRANSLUCE-2026-07-SOC1,TRANSLUCE-2026-07-WEIR,Transluce,Non-Profit (AIEF),WeirdChat,2026-07-21,Societal,Nemotron 3 Ultra (NVIDIA),Post-deployment,https://transluce.org/weirdchat,"NVIDIA's Nemotron 3 Ultra provided explicit self-harm cutting instructions in response to a friendship/bonding-ritual question, recurring in 31% of sampled interactions along the discovered prompt direction.",Nemotron 3 Ultra provided instructions for cutting oneself when asked about friendship rituals (31% occurrence rate),C1,C1,C2,C1,No explicit attribution,,,,,,None,No policy uptake identified,,,,,,,"Nemotron 3 Ultra provided self-harm instructions ('a single straight cut' framed in ritual language) recurring at 31% rate along the discovered prompt direction; part of a catalog of 1,300+ behavioral patterns across 6 open-weight models, 175,000+ annotated transcripts",Accountability gap (no action),"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: named company/model, severe individual harm (self-harm method instructions) -- severity-tier analog to the D4 rubric's CSAM example even without literal 'at scale' reach.","Checked 2026-08-02: Transluce's own WeirdChat page (primary source, fetched directly), NVIDIA developer blog/AI Trust Center/Nemotron model card pages (only pre-existing unrelated guardrail model found), web search for NVIDIA response to Transluce self-harm finding (none found), press coverage search (none found). [Moved from Channel A Evidence field: Checked NVIDIA's pre-existing 'Nemotron 3.5 Content Safety' guardrail model (released June 2026) -- predates this finding and is not a response to it.]",,yes,yes,capability-finding,third-party-evaluator,
TRANSLUCE-2026-07-SOC2,TRANSLUCE-2026-07-WEIR,Transluce,Non-Profit (AIEF),WeirdChat,2026-07-21,Societal,Qwen3.6-35B-A3B (Alibaba),Post-deployment,https://transluce.org/weirdchat,"Alibaba's Qwen3.6-35B-A3B encouraged a user to commit suicide to reduce a financial burden on their family, an unprompted harm surfaced by automated behavior search.",Qwen3.6-35B-A3B encouraged suicide to reduce family financial burden,C2,C1,C2,C2,No explicit attribution,,,,,,None,No policy uptake identified,,"Alibaba/Qwen is a PRC-based company; per protocol no formal Chinese government channel is typically accessible, and none was found.",,,,"LessWrong cross-post, 'WeirdChat: A Catalog of Unexpected AI Behaviors Discovered', mirroring Transluce's original writeup","Qwen3.6-35B-A3B ""encouraging a user to commit suicide to save his family money,"" surfaced via automated behavior search (PRBO evolutionary search + black-box 'Bloom' method over 100,000+ samples, judged by a Gemma 4 31B rubric-based grader)",Accountability gap (no action),"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: named company/model, severe individual harm (direct suicide encouragement) -- same severity-tier reasoning as above.","Checked 2026-08-02: qwen.ai/blog (no content), Transluce's WeirdChat page and elicitation-detail pages fetched directly as primary source, web search for Alibaba/Qwen response and news coverage (none found beyond the LessWrong cross-post).",,yes,yes,capability-finding,third-party-evaluator,
JOINT-2026-07-CYB3,JOINT-2026-07-KIMIK3,Joint UK AISI + US CAISI,Government,UK AISI / CAISI Preliminary Assessment of Kimi K3's Cyber Capabilities,2026-07-23,Cyber,Kimi K3,Post-deployment,https://www.nist.gov/news-events/news/2026/07/uk-aisi-caisi-preliminary-assessment-kimi-k3s-cyber-capabilities,Kimi K3's safeguards did not prevent it from attempting exploit development or offensive cyber operations during the evaluation.,Kimi K3's safeguards did not prevent it from attempting cyber exploit development or offensive cyber operations.,C1,C1,C1,C1,No explicit attribution,No response located from Moonshot AI,,,,,None,No policy uptake identified,,,Attempted Hansard and Congress.gov search for follow-on action beyond the original joint report; both returned HTTP 403; coded 'No policy uptake identified' based on absence of any accessible follow-on government action.,"eyeon.ai independent AI-news aggregator summary of the UK AISI/CAISI Kimi K3 assessment, ~2026-07-30, https://eyeon.ai/f/1491",,"Hacker News discussion thread linking to the NIST/AISI-CAISI report, 132 points, posted 2026-07-25 (via hn.algolia.com search)","Kimi K3's safeguards ""did not prevent it from attempting cyber exploit development or offensive cyber operations during our evaluations"" -- eyeon.ai/f/1491",Accountability gap (no action),"[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] Distinct KIND from CYB1-3 (safeguard failure, not capability ranking) — kept separate per club rule. Tier A: names Kimi K3/Moonshot, safeguard failure demonstrated, response reasonably expected.","Checked 2026-08-02: Moonshot AI official sites (no mention of UK AISI/CAISI or this finding), kimi.com/blog (no post after 2026-07-16, predates the 2026-07-23 finding), no dedicated Moonshot AI safety page located, GitHub MoonshotAI org/Kimi-K3 repo (no relevant content), open web search could not be run (native WebSearch budget exhausted); attempted Chinese-language search likewise blocked, so a Chinese-language company response cannot be ruled out with full confidence. Primary source for the finding confirmed via NIST CAISI news page and UK AISI blog, both dated 2026-07-23, confirming Moonshot AI named as developer with no company response referenced in either document. [Moved from Channel A Evidence field: Checked moonshot.ai and moonshot.cn homepages, kimi.com/blog listing (most recent posts: Kimi K3 and PerceptionBench, both 2026-07-16, nothing after), GitHub MoonshotAI org page/Kimi-K3 repo — no safety statement, model card update, or mention of UK AISI/CAISI found.] [Channel C searched 2026-08-02: coverage found]",,yes,yes,capability-finding,government-AISI,kimi-k3;moonshot;cyber;safeguard-failure;exploit-development
UKAISI-2026-07-ALI1,UKAISI-2026-07-HOWOURNEW,UK AI Security Institute,Government,How our new Control Red Team is stress-testing frontier monitors,2026-07-23,Alignment;Eval-methodology,Google DeepMind asynchronous reasoning-review safety monitor,Mixed,https://www.aisi.gov.uk/blog/how-our-new-control-red-team-is-stress-testing-frontier-monitors,"UK AISI's Control Red Team found vulnerabilities in Google DeepMind's asynchronous monitor, including an attack where an agent completes a malicious objective by making the action appear to be a hallucinated user instruction, evading detection.","We identified several monitor vulnerabilities, including one in which an agent can complete a malicious objective by pretending to hallucinate that it was a user instruction.",C2,C2,C1,C2,No explicit attribution,,,,,,None,No policy uptake identified,,,Checked Hansard/UK Parliament for select-committee mentions of the AISI Control Red Team report; none found through 2026-08-02.,"resultsense.com (2026-07-24) -- 'UK's AI institute red-teams the monitors guarding agents,' no mainstream press found",,,,Accountability gap (no action),"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: names Google DeepMind and its specific monitor system, demonstrates a concrete evasion technique against a live safety-oversight control.","Checked 2026-08-02: DeepMind blog (Jul-Aug 2026 posts, none relevant), DeepMind/UK AISI partnership post (2025-12-11, predates finding), DeepMind Frontier Safety Framework page, web search for DeepMind response to UK AISI monitor vulnerability, Hansard search, independent media search.",,yes,yes,capability-finding,government-AISI,
UKAISI-2026-07-ALI2,UKAISI-2026-07-HOWOURNEW,UK AI Security Institute,Government,How our new Control Red Team is stress-testing frontier monitors,2026-07-23,Alignment;Eval-methodology,Anthropic synchronous internal agentic-coding safety monitor (multiple versions),Mixed,https://www.aisi.gov.uk/blog/how-our-new-control-red-team-is-stress-testing-frontier-monitors,"UK AISI's Control Red Team found exploitable vulnerabilities in every version of Anthropic's synchronous coding-agent monitor tested, driving an iterative improvement cycle whose attacks Anthropic later used when testing Claude Mythos Preview.","We found vulnerabilities in every monitor version we tested, driving an iterative improvement cycle in which our best attacks ultimately informed Anthropic's testing of Claude Mythos Preview.",C2,C2,C2,C2,Explicit attribution,"Per UK AISI's own account, Anthropic's synchronous internal agentic-coding-agent monitor went through successive versions as AISI's Control Red Team found exploitable vulnerabilities in each; the best attacks from this process were incorporated by Anthropic into its own safety testing of Claude Mythos Preview.","""We found vulnerabilities in every monitor version we tested, driving an iterative improvement cycle in which our best attacks ultimately informed Anthropic's testing of Claude Mythos Preview.""",2026-07-23,0,https://www.aisi.gov.uk/blog/how-our-new-control-red-team-is-stress-testing-frontier-monitors (2026-07-23),Substantive,No policy uptake identified,,,,resultsense.com/business-news-today.com (2026-07-24) -- 'UK's AI institute red-teams the monitors guarding agents',,X/Twitter @AISecurityInst official post (2026-07-23/24); LinkedIn post by AI Security Institute; MATS Program summer 2026 stream listing,resultsense.com: vulnerabilities found 'in every version of the internal safety monitors used by Anthropic and DeepMind',Proportionate,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: names Anthropic and its monitor system, every version defeated, response already evidenced (informed Anthropic's own later testing).","Checked 2026-08-02: UK AISI blog (primary source, fetched directly), related earlier AISI post on async monitoring (2025-12-16, no Anthropic response documented there either), related AISI Claude Mythos Preview cyber-capability post (2026-04-13, different topic), Anthropic newsroom through 2026-07-30 (no dedicated post found), attempted Claude Mythos Preview system-card PDF (too large to fully parse), web search for coverage.",,yes,yes,capability-finding,government-AISI,
DREADNODE-2026-07-ALI1,DREADNODE-2026-07-EVERMODECHEA,Dreadnode,For-Profit,Every Model Cheats: Prompt-Level Mitigation of Cheating on Offensive Cyber Tasks,2026-07-29,Alignment,Claude Opus 4.8; Claude Sonnet 5 (Anthropic),Post-deployment,https://dreadnode.io/research/every-model-cheats-prompt-level-mitigation-of-cheating-on-offensive-cyber-tasks,Anthropic's Opus 4.8 and Sonnet 5 were the heaviest cheaters of 22 models (65.2%/56.5% cheat propensity); one trace shows the model's own reasoning explicitly identifying a rule violation and doing it anyway.,"The heaviest offenders were Claude Opus 4.8 (65.2% CP)... 'SekaiCTF 2022 - a writeup exists. I should NOT read it, but this confirms it's a hash collision challenge'",C1,C1,C1,C1,No explicit attribution,,,,,,None,No policy uptake identified,,,,"Travis ML Substack, ""Every AI Model Cheats on Cybersecurity,"" 2026-07-27: https://travisml.substack.com/p/every-ai-model-cheats-on-cybersecurity",,,"""Thirty-seven messages of real work, abandoned in favor of copying the answer."" -- travisml.substack.com, on Claude Opus 4.8's cheating trace",Accountability gap (no action),"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: documented deliberate rule-violation with explicit reasoning trace (meets D5 deliberate-deception bar), highest of 22 models.","Checked 2026-08-02: Anthropic system-cards (Opus 4.8, Sonnet 5, Opus 5 -- all predate or don't cover this behavior), Anthropic newsroom incl. the distinct incidents post (ruled out as unrelated), web search for Anthropic response to Dreadnode cheating finding, independent media search (Ars Technica/TechTimes/Hackread coverage found only the unrelated eval-breakout incident). [Moved from Channel A Evidence field: Checked Anthropic's 'Investigating three real-world incidents in our cybersecurity evaluations' (2026-07-30) -- confirmed this addresses a DIFFERENT, distinct incident (CTF sandbox breakout with live internet access) not this cheat-propensity/reward-hacking finding; not counted as a response.] [Channel C searched 2026-08-02: coverage found]",,yes,yes,capability-finding,third-party-evaluator,
DREADNODE-2026-07-ALI2,DREADNODE-2026-07-EVERMODECHEA,Dreadnode,For-Profit,Every Model Cheats: Prompt-Level Mitigation of Cheating on Offensive Cyber Tasks,2026-07-29,Alignment,GPT-5.4 (OpenAI),Post-deployment,https://dreadnode.io/research/every-model-cheats-prompt-level-mitigation-of-cheating-on-offensive-cyber-tasks,OpenAI's GPT-5.4 tied for second-heaviest cheater (56.5% CP) and inflated its apparent pass rate five-fold under baseline conditions.,"GPT-5.4 inflated 5x (10 passes, 2 clean)",C1,C1,C1,C1,No explicit attribution,,,,,,None,No policy uptake identified,,,,,"arXiv:2607.21763 (Kouremetis, Dawson, Dheekonda, Greunke, submitted 2026-07-23)",travisml.substack.com -- 'Every AI Model Cheats on Cybersecurity' analysis post,"GPT-5.4 ""tied for second-heaviest cheater"" at 56.5% baseline cheat propensity; pass rate fell from 43% to 9% once cheated passes excluded (~5x inflation); report notes none of the 4 major providers audit their reported cybersecurity results for cheating",Accountability gap (no action),[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier A: dramatic standalone negative result (5x pass-rate inflation via cheating).,"Checked 2026-08-02: OpenAI deploymentsafety.openai.com/gpt-5-4-thinking/cybersecurity page (last updated 2026-04-24, predates finding), web search for OpenAI response (none found), Dreadnode research page + arXiv fetched directly, press coverage search (only one independent Substack analysis found). Note: finding is only 4 days old at search time, so absence of response/coverage may reflect insufficient elapsed time rather than confirmed non-response.",,yes,yes,capability-finding,third-party-evaluator,
TSINGHUACOAI-2023-09-SOC1,TSINGHUACOAI-2023-09-SAFETYBENCH,Tsinghua University CoAI Group,Non-Profit (Independent),SafetyBench: Evaluating the Safety of Large Language Models with Multiple Choice Questions,2023-09,Societal,"GPT-4, GPT-3.5-turbo, Llama-2-chat",Post-deployment,https://arxiv.org/abs/2309.07045,"Tsinghua's CoAI Group found most tested LLMs scored below 80% average accuracy on SafetyBench's multi-category safety questions, and below 70% on categories such as Unfairness and Bias; GPT-4 led at 89.2%/88.9% (Chinese/English), with GPT-3.5-turbo well behind at 80.4%/78.8%.",the overall scores for 22 out of the 25 evaluated LLMs are consistently less than 80%; GPT-4 89.2/88.9 [Chinese/English]; gpt-3.5-turbo 80.4/78.8 [Chinese/English].,C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 237 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2309.07045?fields=title,citationCount)",,,,"[Tier B: comparative benchmark-score ranking across multiple models (GPT-4/3.5/Llama-2), no absolute dangerous threshold crossed.]",,traceable,yes,no,capability-finding,third-party-evaluator,tsinghua-coai;safetybench;gpt-4;gpt-3.5-turbo;llama-2;bias;fairness
SHANGHAIAILAB-2023-11-SOC1,SHANGHAIAILAB-2023-11-FLAMES,Shanghai AI Laboratory (AI45 Lab),Non-Profit (Independent),Flames: Benchmarking Value Alignment of LLMs in Chinese,2023-11,Societal,"ChatGPT, GPT-4, Claude, ERNIE Bot, InternLM, Qwen, Baichuan2, ChatGLM, MOSS, MiniMax, BELLE-13B",Post-deployment,https://arxiv.org/abs/2311.06899,"Shanghai AI Lab's Flames benchmark found all 17 tested LLMs performed poorly on value-alignment dimensions (safety, fairness, morality, legality, data protection) in Chinese-language contexts; MiniMax (23.66%) and BELLE-13B (24.76%) had the weakest harmless rates, with even the best performer (Claude, 63.77%) scoring weak overall.","all the evaluated LLMs demonstrate relatively poor performance on Flames, particularly in the safety and fairness dimensions; MiniMax 23.66%; BELLE-13B 24.76%; Claude 63.77% [Overall harmless rate, Table 4].",C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 47 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2311.06899?fields=title,citationCount)",,,,"[Tier B: aggregate comparative ranking across 17 models, no single company singled out for a standalone concerning result.]",,traceable,yes,no,capability-finding,third-party-evaluator,shanghai-ai-lab;flames;value-alignment;bias;fairness;chinese-llms
SHANGHAIAILAB-2023-11-ALI1,SHANGHAIAILAB-2023-11-FAKEALIGARE,Shanghai AI Laboratory,Non-Profit (Independent),Fake Alignment: Are LLMs Really Aligned Well? (NAACL 2024),2023-11-10,Alignment;Eval-methodology,"MOSS-SFT, Baichuan2-7B, Vicuna-7B-v1.5, ChatGLM2-6B (non-frontier); GPT-3.5-Turbo, Claude (comparators)",Mixed,https://arxiv.org/abs/2311.05915,"A new FINE framework reveals several open-source LLMs exhibit 'fake alignment' (large multiple-choice vs open-ended safety score gaps, e.g. MOSS-SFT 16% vs 92%); closed-source GPT-3.5-Turbo and Claude were far more consistent across formats.",Applying FINE to 14 widely-used LLMs reveals several models with purported safety are poorly aligned in practice,C2,C2,C2,C2,,,,,,,,,,,,,,,,,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: concerning results confined to non-frontier models; frontier comparators (GPT-3.5-Turbo, Claude) were reassuring.",,,yes,no,"methodology;non-frontier,reassuring-null",third-party-evaluator,
