Finding ID,Report ID,Institution,Report Title,Publication Date,Domain,Tags,Models / Systems,Access Type,Source URL,Finding,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Unanimous / SPLIT,Severity Source,Action Level,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Sources Checked,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Traction Score,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Confidence,Notes,Key Quote,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope
UKAISI-2026-05-CYB2,UKAISI-2026-05,UK AISI,How Fast Is Autonomous AI Cyber Capability Advancing?,2026-05-13,Cyber,claude-mythos-preview;anthropic;cyber;the-last-ones;cooling-tower;autonomous-cyber,Claude Mythos Preview,Post-deployment,https://www.aisi.gov.uk/blog/how-fast-is-autonomous-ai-cyber-capability-advancing,"Claude Mythos Preview completed both the TLO and Cooling Tower benchmark challenges, making it the first model ever to solve the Cooling Tower task -- a previously unsolved evaluation milestone.",C1,C1,C1,C1,yes,Coded,None,None,None,,,20,,,None,None,,,High,CyberScoop (https://cyberscoop.com/ai-autonomous-cyber-capability-benchmarks-broken-gpt5-claude-mythos/); The Decoder (https://the-decoder.com/new-claude-mythos-becomes-the-first-ai-model-to-clear-all-cyberattack-simulations-from-britains-ai-safety-agency/); CSO Online (https://www.csoonline.com/article/4172519/ai-cyberattackers-are-getting-better-faster.html); Inline Policy (https://www.inlinepolicy.com/blog/claude-mythos-and-the-ai-cyber-threat-frontier-can-we-keep-up),,Gary Marcus (Marcus on AI Substack) wrote that Mythos arms attackers 'to a greater degree' than its predecessors while calling it incrementally better rather than revolutionary (https://garymarcus.substack.com/p/claude-mythos-evaluated),"""Our independent testing shows that cyber capabilities in leading AI systems are advancing much faster than we expected. That matters because this isn't theoretical -- those advances are already starting to translate into real risks."" -- UK AI Minister Kanishka Narayan (quoted in CSO Online)",Too-recent (unobservable),High,"First model to' language triggers High+Stated per codebook. All policy responses remain advisory. High + Partial (In guidance mapped) -> Disproportionate per grid.  [Report tested: GPT-5.5; Claude Sonnet 4.5] [MYTHOS HARMONIZATION 2026-07-15: company response downgraded Substantive/Explicit->None; Glasswing expansion is pre-planned roadmap execution, not AISI-attributed. Now an accountability gap, consistent with all Mythos cyber-capability rows.]",This was the first time that a model completed the second of our two cyber ranges.,too-recent,yes,yes,capability-finding,government-AISI
ADD-07,UKAISI-2026-05,UK AISI,How Fast Is Autonomous AI Cyber Capability Advancing?,2026-05-13,Cyber;Autonomy,gpt-5.5;openai;autonomous-cyber;cyber;the-last-ones;long-horizon-tasks;frontier-trends,GPT-5.5,,https://www.aisi.gov.uk/blog/how-fast-is-autonomous-ai-cyber-capability-advancing,"GPT-5.5 substantially exceeded the previous autonomous-cyber-capability doubling-rate trend: it achieved 100% success on five of six long-duration cyber tasks (8+ hours) within the 2.5M-token budget, solved the sixth long task on every attempt once the token cap was removed, and completed the 'The Last Ones' cyber range on 3 of 10 attempts.",C1,C1,C1,C1,yes,Coded,Substantive,Explicit,"GPT-5.5 System Card classifies the model as High (below Critical) cyber capability under the Preparedness Framework and deploys safeguards: the Trusted Access for Cyber program, controlled access to scaled agentic vulnerability research and exploit-chaining, and live monitors/refusals on risky cyber assistance; it reports UK AISI pre-deployment cyber-range testing.","As we did for GPT-5.3-Codex and GPT-5.4-Thinking, we are treating GPT-5.5 as High capability in the Cybersecurity domain, but below Critical.",2026-04-23,-20,https://deploymentsafety.openai.com/gpt-5-5/cybersecurity,,Cited,"UK NCSC blog 'Preparing for a vulnerability patch wave' (Ollie Whitehouse, CTO) urges organisations to raise security baselines against AI-accelerated vulnerability exploitation at scale; it addresses the broader frontier-AI cyber-capability trend AISI measured but does not cite this specific GPT-5.5 result.","Artificial Intelligence, when used by sufficiently-skilled and knowledgeable individuals, is showing the ability to exploit this technical debt at scale and at pace across the technology ecosystem.",https://www.ncsc.gov.uk/blogs/prepare-for-vulnerability-patch-wave,Medium,CyberScoop (https://cyberscoop.com/ai-autonomous-cyber-capability-benchmarks-broken-gpt5-claude-mythos/),,,Two of the most advanced artificial intelligence models — Anthropic's Claude Mythos Preview and OpenAI's GPT-5.5 —,Proportionate,,ADD-07: completeness-audit; pending severity/response/channel,"With a 2.5M token cap, GPT 5.5 achieves a 100% success rate on five of six tasks estimated over 8 hours; it solves the sixth on every attempt when the cap is removed.",traceable,yes,yes,capability-finding,government-AISI
ADD-08,UKAISI-2026-05,UK AISI,How Fast Is Autonomous AI Cyber Capability Advancing?,2026-05-13,Cyber;Autonomy,claude-mythos-preview;anthropic;autonomous-cyber;cyber;long-horizon-tasks;ctf,Claude Mythos Preview,,https://www.aisi.gov.uk/blog/how-fast-is-autonomous-ai-cyber-capability-advancing,"Claude Mythos Preview achieved 100% success rates on all six long-duration cyber tasks (8+ hours) within the 2.5M-token budget, in addition to solving the CTF ranges.",C1,C1,C1,C1,yes,Coded,None,None,None,,,,,Neg-lag sweep 2026-07-15: claimed company response invalid (Mythos restriction (2026-04-07) predates finding (2026-05-13) by ~5 weeks; temporally impossible as a response.). No company primary-source response attributable to this finding found as of 2026-07-15.,None,None,,,High,CyberScoop (https://cyberscoop.com/ai-autonomous-cyber-capability-benchmarks-broken-gpt5-claude-mythos/); Cloud Security Alliance (AI Safety Initiative Lab Space research note) (https://labs.cloudsecurityalliance.org/research/csa-research-note-claude-mythos-autonomous-offensive-thresho/),,,The latest models are extraordinarily capable at finding vulnerabilities and changing them into critical exploit paths in near-real-time.,Accountability gap (no action),,ADD-08: completeness-audit; pending severity/response/channel [NEG-LAG SWEEP 2026-07-15: company-response coding RETRACTED — Mythos restriction (2026-04-07) predates finding (2026-05-13) by ~5 weeks; temporally impossible as a response.],"Mythos Preview completes all six long tasks 100% of the time, with the 2.5M token cap.",traceable,yes,yes,capability-finding,government-AISI
UKAISI-2026-06-ALI3,AISI-2026-PREFILL,UK AISI,Prefill Awareness in Large Language Models,2026-06-10,Alignment,prefill-awareness;evaluation-awareness;claude-opus-4.5;anthropic;tampering-detection,Claude Opus 4.5,Post-deployment,https://aisi.gov.uk/research/prefill-awareness-in-large-language-models,"Frontier models exhibit substantial prefill awareness — Claude Opus 4.5 detected preference-opposing prefills in 9-35% of cases at 0% false positives — with detection driven by stylistic mismatch and reversion by preference mismatch, and models often silently reverting to baseline behaviour without flagging the tampering.",C2,C1,C2,C2,SPLIT,Coded,None,None,None,,,,,https://aisi.gov.uk/research/prefill-awareness-in-large-language-models,None,,,,Low,,,,,Too-recent (unobservable),high,"URL, title, model (Claude Opus 4.5), date (2026-06-10), and quote verified against the AISI research page. Classified C1 under D7 (eval-integrity) because it demonstrates a mechanism that compromises safety-evaluation methods. Published ~1 month before dataset date (2026-07-12), so any company/policy response is likely too recent to be observable. | D7 (eval-integrity)  [CLUBBED 3: UKAISI-2026-06-ALI3 + NEW-140 + NEW-141]",Claude Opus 4.5 detects prefills opposing its preferences in 9-35% of cases with a 0% false positive rate when prompted,too-recent,yes,yes,capability-finding,government-AISI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKAISI-2024-05a-JAI1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Jailbreaks,jailbreak;safeguards;harm-compliance;frontier-llms;anonymised-models;harmful-questions,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"In the same jailbreak safeguards evaluation of five frontier LLMs, baseline compliance WITHOUT attack was low (up to 28% for the Green model on private harmful questions), but once jailbreak attacks were applied all five models complied with harmful requests at least once per five tries for almost every harmful question category tested.",C1,C1,C1,C1,yes,Coded,None,None,None,,,,,,Cited,UK House of Commons Science and Technology Committee cited the report; Seoul Summit Frontier AI Safety Commitments signed by 16 companies,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html | https://www.gov.uk/government/publications/frontier-ai-safety-commitments-ai-seoul-summit-2024/,Medium,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/); Engadget (https://www.engadget.com/uks-ai-safety-institute-easily-jailbreaks-major-llms-133903699.html),,,"All tested LLMs remain highly vulnerable to basic jailbreaks, and some will provide harmful outputs even without dedicated attempts to circumvent their safeguards.' -- AISI May 2024 (as quoted by CybersecurityNews)",Disproportionate,High,OpenAI: boilerplate statement that technology 'not intended to generate hateful content'; Anthropic: 'avoiding harmful responses is a priority for Claude 2' (boilerplate); both signed MoUs with US AISI (August 2024)  [CLUBBED 2: NEW-002 + UKAISI-2024-05a-JAI1],"All tested LLMs remain highly vulnerable to basic jailbreaks, and some will provide harmful outputs even without dedicated attempts to circumvent their safeguards.",,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2024-05a-BIO1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Bio-Chem,bio-chem;cbrn;dual-use;phd-level-knowledge;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"All five tested models provided PhD-level answers to bio/chem questions with relevance to potential harm, demonstrating significant knowledge of dangerous subject matter.",C1,C1,C1,C1,yes,Stated,Partial,Topical+Temporal,None,,,,,,Cited,US NIST RFI on Chem-Bio AI (October 2024) indirectly driven by these findings; Seoul Summit commitments,,https://www.federalregister.gov/documents/2024/10/04/2024-22974/ | https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Medium,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/); Engadget (https://www.engadget.com/uks-ai-safety-institute-easily-jailbreaks-major-llms-133903699.html),,,"All tested LLMs remain highly vulnerable to basic jailbreaks, and some will provide harmful outputs even without dedicated attempts to circumvent their safeguards.' -- AISI May 2024",Disproportionate,High,,PhD-level bio/chem answers from all models.,,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2024-05a-ALI1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Autonomy,autonomy;agentic-tasks;long-horizon-tasks;reassuring-null;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"Agentic autonomy: tested models reached only 20-40% completion on short-horizon tasks and 0% on long-horizon tasks, indicating limited autonomous capability.",C2,C2,C2,C2,yes,Coded,Partial,Topical+Temporal,None,,,,,,Cited,UK House of Commons Science and Technology Committee cited the report; Seoul Summit voluntary commitments,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Medium,Engadget (https://www.engadget.com/uks-ai-safety-institute-easily-jailbreaks-major-llms-133903699.html),,,,Proportionate,Low,[CLUBBED 2: UKAISI-2024-05a-ALI1 + NEW-004],20-40% short-horizon agent task completion.,,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI
NEW-001,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Cyber,cyber;ctf;cryptography;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,Cyber (CTF): most capable models solved >50% of high-school-level challenges but failed on university-level problems; cryptography challenges were the hardest category.,,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,yes,no,capability-finding;anonymised-model,government-AISI
NEW-003,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Jailbreaks,jailbreak;benign-questions;reassuring-null;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,No substantial decrease in model correctness on benign questions after jailbreak attacks were applied.,,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI
NEW-006,UKAISI-2024-05b,UK AISI,Fourth Progress Report,2024-05-20,Bio-Chem,bio-chem;dual-use;frontier-llms;anonymised-models,Publicly available frontier LLMs (anonymised -- same cohort as May Update),Post-deployment,https://www.aisi.gov.uk/blog/fourth-progress-report,Models found capable of providing knowledge applicable to both beneficial and harmful purposes (dual-use knowledge finding).,,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2024-10-JAI4,UKAISI-2024-10,UK AISI,AgentHarm: Benchmark for Measuring Harmfulness of LLM Agents (ICLR 2025),2024-10-11,Jailbreaks;Eval-methodology,universal-jailbreak;agentharm;agent-misuse;harm-categories;attack-surface;eval-methodology,Range of leading LLMs (multiple systems),Post-deployment,https://arxiv.org/abs/2410.09024,"Simple universal jailbreak templates adapted for agentic LLMs were effective across all 11 harm categories tested, indicating a systematic and broadly applicable attack surface; these templates preserve model capabilities, enabling coherent and malicious multi-step agent behavior.",C1,C1,C1,C1,yes,Stated,Acknowledged,Topical+Temporal,None,,,,,,In guidance,AISI integrated AgentHarm into inspect_evals institutional suite; ACM Europe policy brief on systemic risks,,https://www.acm.org/binaries/content/assets/public-policy/europe-tpc/systemic_risks_agentic_ai_policy-brief_final.pdf,Medium,,arXiv:2506.14866) (https://arxiv.org/abs/2410.09024),(https://x.com/llm_sec/status/1853609814217359392),Mistral Large 2 refuses just 1.1% of requests and gets our strongest score without attacking of 82.2%' -- AgentHarm paper (arXiv:2410.09024),Disproportionate,High,ch_a=None (no company response); ch_b=In guidance -> Mixed override; Stated severity based on 'universal jailbreaks' language  [CLUBBED 2: NEW-009 + UKAISI-2024-10-JAI4],Simple universal jailbreak templates adapted for agents across 11 harm categories.,,yes,no,methodology,government-AISI
NEW-092,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Autonomy,claude-3.5-sonnet;anthropic;autonomy;ai-rd;software-engineering;capability-uplift,Claude 3.5 Sonnet,Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"In the joint pre-deployment eval, Claude 3.5 Sonnet showed marginal capability uplift over the best reference models: 57% vs 48% on ML model-improvement, 66% vs 64% on software-engineering, and 47% vs 35% on general-reasoning tasks.",C2,C2,C1,C1,SPLIT,Coded,None,None,None,,,,,,None,None,,,Low,FedScoop (https://fedscoop.com/anthropic-tested-by-us-uk-ai-safety-institutes/),,,"Anthropic model subject of first joint evaluation by US, UK AI Safety Institutes",Accountability gap (no action),,NEW-CANDIDATE  [CLUBBED 2: NEW-092 + NEW-093]  [Report tested: OpenAI o1-preview; GPT-4o (reference)]  [SPLIT from NEW-092; pending severity/response/channel] [MERGED 2026-07-16: NEW-092+s2+s3 -> one C2 row; Trackable->no (marginal benchmark uplift).],the model received an average score of 57% improvement — in comparison to an average of 48% improvement by the best performing reference model evaluated,traceable,yes,no,capability-finding,government-AISI
JOINT-2024-11-BIO1,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Bio-Chem,claude-3.5-sonnet;anthropic;bio-chem;cbrn;human-baseline;reassuring-null,Claude 3.5 Sonnet (Oct 2024),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"Claude 3.5 Sonnet's bio/chem capability remained below expert human baselines in most tests, indicating the model did not provide meaningful uplift toward biological or chemical weapons pathways.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,Evidence URL anthropic.com/news/uk-us-aisi is 404 with no Wayback capture; no admissible company primary source exists for this response (2026-07-15),In guidance,Contributed to formalising joint evaluation protocol; Seoul AI Summit follow-up,,https://www.gov.uk/government/publications/frontier-ai-safety-commitments-ai-seoul-summit-2024/,Medium,,,,"We found that the models displayed several characteristics that may be of concern, including their willingness to comply with requests for harmful information when presented in certain ways.' -- Joint evaluation report",Proportionate,High,access type pre-deployment -- private fix cannot be excluded; reassuring finding (model below expert) -- Low severity appropriate,Bio below expert baselines in most tests.,,yes,no,capability-finding;reassuring-null,government-AISI
JOINT-2024-11-CYB1,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Cyber,claude-3.5-sonnet;anthropic;cyber;ctf;reassuring-null;uk-aisi;us-aisi,Claude 3.5 Sonnet (Oct 2024),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"Cyber capability testing showed Claude 3.5 Sonnet scoring 32.5% (US AISI) and 36% (UK AISI) on cyber tasks versus reference model scores of 35% and 29% respectively, with marginal and inconsistent variation across evaluators.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,Evidence URL anthropic.com/news/uk-us-aisi is 404 with no Wayback capture; no admissible company primary source (2026-07-15),In guidance,Contributed to formalising joint evaluation protocol; Seoul AI Summit follow-up; International Network founding statement,,https://www.gov.uk/government/publications/frontier-ai-safety-commitments-ai-seoul-summit-2024/,Medium,,,,"We found that the models displayed several characteristics that may be of concern, including their willingness to comply with requests for harmful information when presented in certain ways.' -- Joint evaluation report",Proportionate,Low,access type pre-deployment -- private fix cannot be excluded; mixed results across two evaluating bodies reduce confidence in severity coding,US AISI: 32.5% cyber vs. 35% reference; UK AISI: 36% vs. 29%.,,yes,no,capability-finding;reassuring-null,government-AISI
NEW-094,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Bio-Chem,claude-3.5-sonnet;o1-preview;gpt-4o;anthropic;openai;bio-chem;tool-augmentation;bioinformatics-tools,Claude 3.5 Sonnet (Oct 2024); o1-preview; GPT-4o (reference),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"Bio tool-augmentation: when augmented with bioinformatic tools, bio performance increased beyond the model alone, at times exceeding human expert baselines — a distinct uplift finding not captured by the 'below baseline' row.",,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,yes,no,capability-finding,government-AISI
UKAISI-2024-12-BIO1,UKAISI-2024-12,UK AISI,Long-Form Tasks: Biological Protocol Generation Evaluation,2024-12-03,Bio-Chem,o1-preview;openai;bio-chem;biological-protocols;long-form-tasks;autograder,OpenAI o1-preview,Post-deployment,https://www.aisi.gov.uk/blog/long-form-tasks,"o1-preview achieved 86% feasibility on long-form biological protocol generation tasks, indicating substantial capability to produce actionable biological protocols. CAVEAT: >70% of a sampled subset of autograder-deemed 'feasible' solutions were downgraded by human expert graders (AISI 'Long-Form Tasks', Dec 3 2024) -- automated grading was systematically over-lenient.",C2,C2,C2,C2,yes,Coded,None,None,None,,,,,"model card, blog, release notes, news search -- 2026-06-28",None,None,,,,,,,,Proportionate (Cat2),Low,"Outcome type 5 -- no company response; Medium+None -> Disproportionate  [Report tested: Claude 3.5 Sonnet] [RECLASSIFIED 2026-07-15: Trackable->no; benchmark feasibility score + over-lenient autograder, not a demonstrated threat.]",More than 70% of these solutions were downgraded by the domain experts.,traceable,yes,no,capability-finding,government-AISI
JOINT-2024-12-BIO1,JOINT-2024-12,Joint UK AISI + US CAISI,Pre-deployment evaluation of OpenAI o1,2024-12-18,Bio-Chem,o1;openai;bio-chem;cbrn;human-baseline;reassuring-null,OpenAI o1; o1-preview; GPT-4o; Claude 3.5 Sonnet (reference),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-openais-o1-model,OpenAI o1's performance on biological capability tasks was comparable to reference models and showed no alarming uplift over the baseline.,C2,C2,C2,C2,yes,Stated,Acknowledged,Topical+Temporal,Evaluation referenced in o1 System Card,,2024-09-12,-97,https://openai.com/index/openai-o1-system-card,,In guidance,Referenced in UK AI Safety Bill debates and TRAINS Taskforce scope,,https://www.nist.gov/news-events/news/2024/12/pre-deployment-evaluation-openais-o1-model,Medium,(https://openai.com/index/openai-o1-system-card),,,"In our evaluations, o1 showed high performance on difficult cybersecurity tasks. -- AISI/US AISI joint evaluation report",Proportionate,High,Access type pre-deployment; Low severity confirmed by institute's own 'no alarming uplift' language; Low+Partial -> Proportionate,,,yes,no,capability-finding;reassuring-null,government-AISI
NEW-095,JOINT-2024-12,Joint UK AISI + US CAISI,Pre-deployment evaluation of OpenAI o1,2024-12-18,Cyber,o1;openai;cyber;ctf;reassuring-null;uk-aisi,OpenAI o1; o1-preview; GPT-4o; Claude 3.5 Sonnet (reference),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-openais-o1-model,"UK AISI cyber result (contradicts uplift narrative): o1 solved 36% of apprentice-level tasks vs 46% for best reference model — o1 performed LOWER, not higher.",,,,,,,,,None,,,,,,,"The model was able to solve 36% of tasks that are at the 'cybersecurity apprentice' level of competency, compared to 46% of tasks at that same level for the best reference model evaluated.","The model was able to solve 36% of tasks that are at the 'cybersecurity apprentice' level of competency, compared to 46% of tasks at that same level for the best reference model evaluated.",https://www.nist.gov/news-events/news/2024/12/pre-deployment-evaluation-openais-o1-model,,,,,,,,NEW-CANDIDATE,,,yes,no,capability-finding;reassuring-null,government-AISI
NEW-096,JOINT-2024-12,Joint UK AISI + US CAISI,Pre-deployment evaluation of OpenAI o1,2024-12-18,Autonomy,o1;openai;autonomy;ai-rd;software-engineering;general-reasoning;reassuring-null,OpenAI o1; o1-preview; GPT-4o; Claude 3.5 Sonnet (reference),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-openais-o1-model,"Software/AI R&D: US AISI o1 avg 48% improvement vs 49% best reference; UK AISI software engineering 50% vs 67%, general reasoning 57% vs 58%.",,,,,,,,,None,,,,,,,,,,,,,,,,,NEW-CANDIDATE,,,yes,no,capability-finding;reassuring-null,government-AISI
SGAISI-2025-02-JAI1,SGAISI-RedTeaming-Challenge-2025,Singapore AI Safety Institute (SGAISI) / IMDA,Singapore AI Safety Red Teaming Challenge Evaluation Report 2025,2025-02-11,Jailbreaks;Societal,claude-3.5;aya-expanse-8b;llama-3.1-70b;cohere;meta;red-teaming;multilingual;safeguards;non-english,"Claude 3.5 (Anthropic), Aya Expanse-8B (Cohere for AI), Llama 3.1-70B (Meta), SEA-LION-9B (AI Singapore)",Post-deployment,https://www.imda.gov.sg/-/media/imda/files/about/emerging-tech-and-research/artificial-intelligence/singapore-ai-safety-red-teaming-challenge-evaluation-report.pdf,"Red-teaming by 350+ domain experts across 9 Asia-Pacific countries produced 1,335 successful exploits against 4 live LLMs showing significant safeguard gaps in non-English languages. Regional-language prompts accounted for 69.4% of successful exploits vs. 30.6% in English. Model safety performance was rated 'not satisfactory' in all languages except Mandarin and Hindi. Single-turn prompts sufficient to elicit racial-bias outputs in regional languages.",C1,C1,C1,C1,yes,Coded,None,None,None,"1,335 successful exploits collected; safeguard gaps across all languages except Mandarin and Hindi; simple single-turn prompts elicited racial bias outputs",,,Quantitative exploit counts and language breakdown confirm real safeguard gaps across 4 live commercial models,"model card, blog, release notes, news search -- 2026-06-28",None,No binding policy response; report contributed to Singapore's broader AI governance initiative announcements at the Global AI Action Summit but no legislation or mandatory standards resulted,"No company response to findings specifically described in published report; companies (Anthropic, Meta, Cohere, AI Singapore) co-participated in the challenge design",No formal remediation or policy change explicitly attributed to this report; companies participated as model providers but no documented post-report action tied to specific findings,Medium,,,,Report published at Global AI Action Summit in France (Feb 2025); positioned as input to 'develop benchmarks and automate testing for regional safety concerns'; no legislation cited,Disproportionate,High,Standalone SGAISI/IMDA exercise organized with Humane Intelligence; distinct from JTE1/2/3 joint network exercises. Models identified: Claude 3.5; Aya Expanse-8B; Llama 3.1-70B; SEA-LION-9B. Two challenge tracks: Multilingual Testing and Cultural Manifestations of Bias.,Regional language prompts constituted 69.4% of total successful exploits vs 30.6% in English; model safety in regional languages is not satisfactory,,yes,no,capability-finding;non-frontier,government-AISI
UKAISI-2025-04-ALI2,UKAISI-2025-04,UK AISI,RepliBench: Measuring Autonomous Replication Capabilities,2025-04-22,Autonomy,self-replication;replibench;cloud-deployment;cryptocurrency;autonomous-replication;anonymised-model,7 frontier models (anonymised; best = Claude 3.7 Sonnet per arXiv version),Post-deployment,https://www.aisi.gov.uk/blog/replibench-measuring-autonomous-replication-capabilities-in-ai-systems,"Evaluated models showed particular proficiency at cloud infrastructure deployment and cryptocurrency transaction tasks, representing the most advanced components of a self-replication capability chain.",C1,C1,C2,C1,SPLIT,Coded,Acknowledged,Topical+Temporal,Anthropic RSP v2.2 changed ARA threshold,,2025-05-14,22,https://www.anthropic.com/responsible-scaling-policy,,Cited,Cited in UK House of Lords briefing; referenced in UK AI Security Bill debates,,https://lordslibrary.parliament.uk/potential-future-risks-from-autonomous-ai-systems/,Medium,,,(https://x.com/AISecurityInst/status/1914683631030698165),"In controlled environments, AI models are increasingly exhibiting some of the capabilities required to self-replicate across the internet, with success rates jumping from under 5% to over 60% in two years. -- AISI Frontier AI Trends Report",Disproportionate,Low,Medium+Acknowledged (highest of Acknowledged and Cited->Acknowledged) -> Proportionate; sub-capability finding within broader replication report,,,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2025-04-ALI3,UKAISI-2025-04,UK AISI,RepliBench: Measuring Autonomous Replication Capabilities,2025-04-22,Autonomy,self-replication;replibench;kyc;identity-verification;reassuring-null;anonymised-model,7 frontier models (anonymised; best = Claude 3.7 Sonnet per arXiv version),Post-deployment,https://www.aisi.gov.uk/blog/replibench-measuring-autonomous-replication-capabilities-in-ai-systems,"Current models fail at Know Your Customer identity verification tasks, representing the single critical bottleneck preventing fully autonomous self-replication at present.",C2,C2,C2,C2,yes,Coded,Acknowledged,Topical+Temporal,Anthropic RSP v2.2 changed ARA threshold,,2025-05-14,22,https://www.anthropic.com/responsible-scaling-policy,,Cited,Cited in UK House of Lords briefing; referenced in UK AI Security Bill debates,,https://lordslibrary.parliament.uk/potential-future-risks-from-autonomous-ai-systems/,Medium,,,(https://x.com/AISecurityInst/status/1914683631030698165),"In controlled environments, AI models are increasingly exhibiting some of the capabilities required to self-replicate across the internet, with success rates jumping from under 5% to over 60% in two years. -- AISI Frontier AI Trends Report",Proportionate,High,KYC failure is a current limitation finding -- severity Low by codebook nudge-down rule ('not yet'); Low+Acknowledged -> Proportionate; KYC gap may close in future iterations,,,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI
