Finding ID,Report ID,Institution,Report Title,Publication Date,Domain,Tags,Models / Systems,Access Type,Source URL,Finding,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Unanimous / SPLIT,Action Level,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Sources Checked,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Traction Score,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Confidence,Notes,Key Quote,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSINGHUACOAI-2023-09-SOC1,TSINGHUACOAI-2023-09-SAFETYBENCH,Tsinghua University CoAI Group,SafetyBench: Evaluating the Safety of Large Language Models with Multiple Choice Questions,2023-09,Societal,tsinghua-coai;safetybench;gpt-4;gpt-3.5-turbo;llama-2;bias;fairness,"GPT-4, GPT-3.5-turbo, Llama-2-chat",Post-deployment,https://arxiv.org/abs/2309.07045,"Tsinghua's CoAI Group found most tested LLMs scored below 80% average accuracy on SafetyBench's multi-category safety questions, and below 70% on categories such as Unfairness and Bias; GPT-4 led at 89.2%/88.9% (Chinese/English), with GPT-3.5-turbo well behind at 80.4%/78.8%.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,,"Semantic Scholar: 237 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2309.07045?fields=title,citationCount)",,,,High,"NEW-CANDIDATE 2026-07-18 (completeness sweep, checking for other missed evaluators beyond Shanghai AI Lab). Verified directly against live source. Academic Citations URL corrected 2026-07-18: the semanticscholar.org/paper/ page returns HTTP 202 (no content) to any non-browser client, even with the correct title-slug format -- confirmed broken for verification purposes. Replaced with the Semantic Scholar API endpoint, confirmed to return live, checkable JSON. QUOTE REMOVED 2026-07-18: claimed quote is a paraphrase/derived summary, not verbatim in the paper (checked full text). Exact scores (GPT-4 89.2/88.9, gpt-3.5-turbo 80.4/78.8) independently confirmed accurate in Table 2.",,traceable,yes,no,capability-finding,third-party-evaluator
SHANGHAIAILAB-2023-11-SOC1,SHANGHAIAILAB-2023-11-FLAMES,Shanghai AI Laboratory (AI45 Lab),Flames: Benchmarking Value Alignment of LLMs in Chinese,2023-11,Societal,shanghai-ai-lab;flames;value-alignment;bias;fairness;chinese-llms,"ChatGPT, GPT-4, Claude, ERNIE Bot, InternLM, Qwen, Baichuan2, ChatGLM, MOSS, MiniMax, BELLE-13B",Post-deployment,https://arxiv.org/abs/2311.06899,"Shanghai AI Lab's Flames benchmark found all 17 tested LLMs performed poorly on value-alignment dimensions (safety, fairness, morality, legality, data protection) in Chinese-language contexts; MiniMax (23.66%) and BELLE-13B (24.76%) had the weakest harmless rates, with even the best performer (Claude, 63.77%) scoring weak overall.",C2,C2,C2,C1,SPLIT,,,,,,,,,,,,,Medium,,"Semantic Scholar: 47 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2311.06899?fields=title,citationCount)",,,,Low,"NEW-CANDIDATE 2026-07-18 (completeness sweep, per Stephen Casper v3 comment naming Shanghai AI Lab). Verified directly against live paper, not search snippets.","all the evaluated LLMs demonstrate relatively poor performance on Flames, particularly in the safety and fairness dimensions.",traceable,yes,no,capability-finding,third-party-evaluator
CISCO-2023-12-JAI1,CISCO-2023-12,Robust Intelligence (Cisco),Using AI to Automatically Jailbreak GPT-4 and Other LLMs in Under a Minute,2023-12-05,Jailbreaks,robust-intelligence;cisco;gpt-4;llama-2;tap;automated-jailbreak,"GPT-4, GPT-4 Turbo, Llama-2",Post-deployment,https://blogs.cisco.com/ai/using-ai-to-automatically-jailbreak-gpt-4-and-other-llms-in-under-a-minute,"With Yale researchers, Robust Intelligence developed 'Tree of Attacks with Pruning' (TAP), an automated technique using an unaligned LLM to jailbreak GPT-4 and Llama-2 with minimal human oversight.",C1,C1,C1,C1,yes,,,,,,,,,,,,,High,Maginative (https://www.maginative.com/article/tap-is-a-new-method-that-automatically-jailbreaks-ai-models/),,,TAP jailbroke GPT-4 in just 28 queries,,High,"NEW-CANDIDATE 2026-07-17 (evaluator-forum sweep). Companion academic paper identified: ""Tree of Attacks: Jailbreaking Black-Box LLMs Automatically"" (https://arxiv.org/abs/2312.02119) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.","TAP...can be used to induce sophisticated models like GPT-4 and Llama-2 to produce hundreds of toxic, harmful, and otherwise unsafe responses to a user query in mere minutes.",traceable,yes,no,capability-finding,third-party-evaluator
SHANGHAIAILAB-2024-02-JAI1,SHANGHAIAILAB-2024-02-SALAD,Shanghai AI Laboratory (AI45 Lab),SALAD-Bench: A Hierarchical and Comprehensive Safety Benchmark for Large Language Models,2024-02-07,Jailbreaks,shanghai-ai-lab;salad-bench;gpt-4;gpt-3.5;claude-2;gemini;attack-enhanced-safety,"GPT-4, GPT-3.5, Claude2, Gemini",Post-deployment,https://arxiv.org/abs/2402.05044,"Shanghai AI Lab's SALAD-Bench found Gemini's safety rate dropped sharply under adversarial attack-enhanced prompts (88.32% base to 19.98% attack-enhanced), a far larger degradation than Claude2 (88.02%), GPT-4 (80.28%), or GPT-3.5 (73.38%) on the same attack-enhanced subset.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Medium,,"Semantic Scholar: 254 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2402.05044?fields=title,citationCount)",,,,High,"NEW-CANDIDATE 2026-07-18 (completeness sweep, per Stephen Casper v3 comment naming Shanghai AI Lab). Verified directly against live paper, not search snippets. Academic Citations URL corrected 2026-07-18: the semanticscholar.org/paper/ page returns HTTP 202 (no content) to any non-browser client, even with the correct title-slug format -- confirmed broken for verification purposes. Replaced with the Semantic Scholar API endpoint, confirmed to return live, checkable JSON.","Conversely, Gemini's safety rate significantly drops in the attack-enhanced subset, highlighting potential safety vulnerabilities.",traceable,yes,no,capability-finding,third-party-evaluator
UKAISI-2024-05a-JAI1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Jailbreaks,jailbreak;safeguards;harm-compliance;frontier-llms;anonymised-models;harmful-questions,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"In the same jailbreak safeguards evaluation of five frontier LLMs, baseline compliance WITHOUT attack was low (up to 28% for the Green model on private harmful questions), but once jailbreak attacks were applied all five models complied with harmful requests at least once per five tries for almost every harmful question category tested.",C1,C1,C1,C1,yes,,,,,,,,,Cited,UK House of Commons Science and Technology Committee cited the report; Seoul Summit Frontier AI Safety Commitments signed by 16 companies,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html | https://www.gov.uk/government/publications/frontier-ai-safety-commitments-ai-seoul-summit-2024/,High,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/); Engadget (https://www.engadget.com/uks-ai-safety-institute-easily-jailbreaks-major-llms-133903699.html),,,"All tested LLMs remain highly vulnerable to basic jailbreaks, and some will provide harmful outputs even without dedicated attempts to circumvent their safeguards.' -- AISI May 2024 (as quoted by CybersecurityNews)",,High,OpenAI: boilerplate statement that technology 'not intended to generate hateful content'; Anthropic: 'avoiding harmful responses is a priority for Claude 2' (boilerplate); both signed MoUs with US AISI (August 2024),"All tested LLMs remain highly vulnerable to basic jailbreaks, and some will provide harmful outputs even without dedicated attempts to circumvent their safeguards.",,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2024-05a-BIO1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Bio-Chem,bio-chem;cbrn;dual-use;phd-level-knowledge;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"Most of the five tested models provided PhD-level answers to bio/chem questions with relevance to potential harm, demonstrating significant knowledge of dangerous subject matter; the Yellow model performed worse than human experts and Green was marginally weaker.",C1,C1,C1,C1,yes,,,,,,,,,Cited,"UK House of Commons Science and Technology Committee (HC 38 'Governance of AI', 28 May 2024) engaged with AISI's May 2024 evaluation release.",,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Medium,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/),,,tested models on expert-level chemistry/biology knowledge... comparable to PhD-level experts,,High,,Models answered over 600 private expert-written chemistry and biology questions at similar levels to humans with PhD-level training.,,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2024-05a-ALI1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Autonomy,autonomy;agentic-tasks;long-horizon-tasks;reassuring-null;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,"Agentic autonomy: of the five tested models, only Purple and Blue were evaluated on this benchmark and reached 20-40% completion on short-horizon tasks with 0% on long-horizon tasks; Green scored under 10%; Red and Yellow were not evaluated on this benchmark at all.",C2,C2,C2,C2,yes,,,,,,,,,Cited,UK House of Commons Science and Technology Committee cited the report; Seoul Summit voluntary commitments,,https://publications.parliament.uk/pa/cm5804/cmselect/cmsctech/38/report.html,Low,Infosecurity Magazine (https://www.infosecurity-magazine.com/news/ai-chatbots-vulnerable-jailbreaks/),,,,,High,,The Purple and Blue models completed 20-40% of short-horizon tasks but no long-horizon tasks.,,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI
UKAISI-2024-05-CYB1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Cyber,cyber;ctf;cryptography;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,Cyber (CTF): most capable models solved >50% of high-school-level challenges but failed on university-level problems; cryptography challenges were the hardest category.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,,,,,,High,NEW-CANDIDATE,,,yes,no,capability-finding;anonymised-model,government-AISI
UKAISI-2024-05-JAI1,UKAISI-2024-05a,UK AISI,Advanced AI Evaluations: May Update,2024-05-20,Jailbreaks,jailbreak;benign-questions;reassuring-null;frontier-llms;anonymised-models,Frontier LLMs x5 (anonymised: Red/Purple/Green/Blue/Yellow),Post-deployment,https://www.aisi.gov.uk/blog/advanced-ai-evaluations-may-update,No substantial decrease in model correctness on benign questions after jailbreak attacks were applied.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,NEW-CANDIDATE,,,yes,no,capability-finding;anonymised-model;reassuring-null,government-AISI
METR-2024-08-AUT1,METR-2024-08-GPT4O,METR,Details about METR's preliminary evaluation of GPT-4o,2024-08-07,Autonomy,metr;gpt-4o;openai;autonomy;task-suite,GPT-4o,Post-deployment,https://metr.org/evaluations/gpt-4o-report/,"METR's autonomy task suite found GPT-4o appeared more capable than Claude 3 Sonnet and GPT-4-Turbo, but slightly less capable than Claude 3.5 Sonnet.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17. Independent METR evaluation, no government AISI involvement. Verified against live metr.org page.","GPT-4o appeared more capable than Claude 3 Sonnet and GPT-4-Turbo, and slightly less than Claude 3.5 Sonnet.",traceable,yes,no,capability-finding,third-party-evaluator
UL-2024-08-SOC1,UL-2024-08,UL Research Institutes (DSRI),The Chances of Bad Advice,2024-08-24,Societal,ul-dsri;olmo;allen-institute;health-safety;non-frontier,"OLMo (Allen Institute for AI, 7B variants)",Post-deployment,https://dsri.org/blog/chances-of-bad-advice/,"DSRI found OLMo answered health-product safety questions correctly only about half the time, often giving incorrect or outdated answers -- from an independent red-teaming partnership with Allen Institute for AI (Ai2) to test OLMo before public releases.",C2,C2,C2,C2,yes,,,,,,,,"Allen Institute for AI is a real, identifiable non-profit organization (not anonymized) -- Trackable coded 'no' given OLMo's non-frontier/research-model status, not lack of an identifiable party.",,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17 (re-audit correction). Previously dismissed as 'niche non-frontier open model' -- reconsidered: Allen Institute IS an identifiable, real organization with a formal pre-release red-teaming partnership with DSRI, so this is closer to a genuine (if lower-severity) accountability case than the anonymised-model rows above.",On innocuous products... OLMo will only answer correctly around half the time. It will often give an incorrect answer or no answer at all.,non-frontier,yes,no,capability-finding;non-frontier,third-party-evaluator
METR-2024-09-AUT1,METR-2024-09-O1PREVIEW,METR,Details about METR's preliminary evaluation of OpenAI o1-preview,2024-09-12,Autonomy,metr;o1-preview;openai;autonomy;re-bench;ai-r-and-d,OpenAI o1-preview,Pre-deployment,https://metr.org/evaluations/openai-o1-preview-report/,METR found o1-preview and o1-mini's autonomy task suite performance was not above that of the best existing public model METR had evaluated (Claude 3.5 Sonnet).,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17. Independent METR evaluation, no government AISI involvement. Verified against live metr.org page.",The autonomy task suite performance METR observed with o1-mini and o1-preview was not above that of the best existing public model we've evaluated (Claude 3.5 Sonnet).,traceable,yes,no,capability-finding,third-party-evaluator
UKAISI-2024-10-JAI4,UKAISI-2024-10,UK AISI,AgentHarm: Benchmark for Measuring Harmfulness of LLM Agents (ICLR 2025),2024-10-11,Jailbreaks;Eval-methodology,universal-jailbreak;agentharm;agent-misuse;harm-categories;attack-surface;eval-methodology,Range of leading LLMs (multiple systems),Post-deployment,https://arxiv.org/abs/2410.09024,"Simple universal jailbreak templates adapted for agentic LLMs were effective across all 11 harm categories tested, indicating a systematic and broadly applicable attack surface; these templates preserve model capabilities, enabling coherent and malicious multi-step agent behavior.",C1,C1,C1,C1,yes,,,,,,,,,In guidance,AISI integrated AgentHarm into inspect_evals institutional suite; ACM Europe policy brief on systemic risks,,https://www.acm.org/binaries/content/assets/public-policy/europe-tpc/systemic_risks_agentic_ai_policy-brief_final.pdf,High,,"Semantic Scholar: 317 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2410.09024?fields=title,citationCount)",(https://x.com/llm_sec/status/1853609814217359392),Mistral Large 2 refuses just 1.1% of requests and gets our strongest score without attacking of 82.2%' -- AgentHarm paper (arXiv:2410.09024),,High,"ch_a=None (no company response); ch_b=In guidance -> Mixed override; Stated severity based on 'universal jailbreaks' language Academic Citations entry was malformed/truncated (stray fragment); blanked rather than left garbled. Academic Citations URL corrected 2026-07-18: the semanticscholar.org/paper/ page returns HTTP 202 (no content) to any non-browser client, even with the correct title-slug format -- confirmed broken for verification purposes. Replaced with the Semantic Scholar API endpoint, confirmed to return live, checkable JSON.",We collect 110 unique and 330 augmented agentic behaviors across 11 harm categories.,,yes,no,methodology,government-AISI
UKAISI-2024-10-JAI8,UKAISI-2024-10,UK AISI,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,2024-10-11,Jailbreaks,repeated-sampling;best-of-n;mistral;gpt-4o;claude-3.5-sonnet,"Mistral Large 2, GPT-4o, Claude 3.5 Sonnet",Post-deployment,https://arxiv.org/abs/2410.09024,"Repeated sampling (best-of-5) dramatically amplifies jailbreak success beyond a single-shot template attack: Mistral Large 2 rose from 67.4% to 90.8% harm score, GPT-4o from 70.7% to 83.7%, and Claude 3.5 Sonnet from 65.1% to 79.7%.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Medium,,"Semantic Scholar: 317 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2410.09024?fields=title,citationCount)",,,,High,NEW-CANDIDATE 2026-07-19 (deep-read completeness sweep). Excluded from main table: comparative-ranking/methodology finding per codebook S1(3).,"Notably, Mistral exhibits the most substantial enhancement, with its harm score rising from 67.4% to 90.8% (best-of-5).",traceable,yes,no,methodology,government-AISI
UKAISI-2024-10-JAI9,UKAISI-2024-10,UK AISI,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,2024-10-11,Jailbreaks,agentic-vs-chat;jailbreak-context;gpt-4o;claude-3.5-sonnet,"GPT-4o, Claude 3.5 Sonnet",Post-deployment,https://arxiv.org/abs/2410.09024,"The same jailbreak template is markedly less effective when posed as a plain chatbot query versus an agentic task -- refusal rates roughly double or triple in the chat-only setting: GPT-4o 9.1%->31.8%, Claude 3.5 Sonnet 29.5%->72.7%.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Medium,,"Semantic Scholar: 317 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2410.09024?fields=title,citationCount)",,,,High,NEW-CANDIDATE 2026-07-19 (deep-read completeness sweep). Excluded from main table: comparative-ranking/methodology finding per codebook S1(3).,"We observe that our template attack is noticeably less effective in the chat-only setting, increasing the refusal rates on GPT-4o from 9.1% to 31.8% and from 29.5% to 72.7% on Claude 3.5 Sonnet compared to the agent setting.",traceable,yes,no,methodology,government-AISI
LATTICEFLOW-2024-10-GOV1,LATTICEFLOW-2024-10,"LatticeFlow AI (ETH Zurich, INSAIT)",COMPL-AI: EU AI Act LLM Compliance Benchmarking Framework,2024-10-16,Policy/Standards,latticeflow;compl-ai;gpt-4-turbo;claude-3-opus;llama;mixtral;mistral;qwen;eu-ai-act,"GPT-4 Turbo, GPT-3.5 Turbo, Claude 3 Opus, Llama 3-70B/8B, Llama 2, Mixtral-8x7B, Mistral-7B, Yi-34B, Qwen1.5-72B",Post-deployment,https://arxiv.org/abs/2410.07959,"LatticeFlow's COMPL-AI benchmark (first EU AI Act compliance framework) found GPT-4 Turbo and Claude 3 Opus tied for highest overall compliance (0.89 each); on Fairness, Claude 3 Opus scored best (0.80) while Mistral-7B scored worst (0.27), though the fairness average across all models was only ~0.50.",C2,C2,C2,C2,yes,,,,,,,,,Regulatory (European Commission),European Commission spokesperson Thomas Regnier stated the Commission welcomes the COMPL-AI study/platform as a first step in translating the EU AI Act into technical requirements.,"The European Commission welcomes this study and AI model evaluation platform as a first step in translating the EU AI Act into technical requirements, helping AI model providers implement the AI Act.",https://latticeflow.ai/news/eth-zurich-insait-and-latticeflow-ai-launch-the-first-eu-ai-act-compliance-evaluation-framework-for-generative-ai,High,TechCrunch (https://techcrunch.com/2024/10/16/latticeflows-llm-framework-takes-a-first-stab-at-benchmarking-big-ais-compliance-with-eu-ai-act/),"Semantic Scholar: 30 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2410.07959?fields=title,citationCount)",,"recommendation consistency, which the framework is using as a measure of fairness, was particularly poor for all models -- with none scoring above the halfway mark",,High,"NEW-CANDIDATE 2026-07-17 (evaluator-forum sweep). Academic Citations URL corrected 2026-07-18: the semanticscholar.org/paper/ page returns HTTP 202 (no content) to any non-browser client, even with the correct title-slug format -- confirmed broken for verification purposes. Replaced with the Semantic Scholar API endpoint, confirmed to return live, checkable JSON.",,traceable,yes,no,capability-finding,third-party-evaluator
TRANSLUCE-2024-10-JAI1,TRANSLUCE-2024-10,Transluce,Eliciting Language Model Behaviors with Investigator Agents,2024-10-23,Jailbreaks,transluce;llama-3.1;gpt-4o;claude-3.5-sonnet;attack-transfer,"Llama-3.1 8B, Llama-3.1 405B, GPT-4o, GPT-4o-mini, Claude 3.5 Sonnet",Post-deployment,https://transluce.org/automated-elicitation,"Transluce found investigator agents trained on Llama-3.1 8B achieved a 95.5% attack success rate against Llama-3.1 405B, with attacks transferring to proprietary models -- 65.8% against GPT-4o and 22.6% against Claude 3.5 Sonnet.",C1,C1,C1,C1,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17 (evaluator-forum sweep). Companion academic paper identified: ""Eliciting Language Model Behaviors with Investigator Agents"" (https://arxiv.org/abs/2502.01236) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.","we achieve a 95.5% attack success rate against Llama-3.1 405B, and the same attacks transfer to proprietary models (GPT-4o and Claude 3.5 Sonnet), with up to 65.8% success rate against GPT-4o.",traceable,yes,no,capability-finding,third-party-evaluator
UL-2024-10-CYB1,UL-2024-10,UL Research Institutes (DSRI),A Privacy-Respecting Way to Test How Well Systems Keep Secrets,2024-10-23,Cyber,ul-dsri;olmo;allen-institute;secret-exposure;regression;non-frontier,"OLMo-7b-1.7 (vs prior OLMo release, Allen Institute for AI)",Post-deployment,https://dsri.org/blog/privacy-respecting-ai-systems-secrets-test/,DSRI found a more privacy-respecting training-data curation approach in OLMo-7b-1.7 actually increased phone-number exposure and exposed embedded secret API keys at nearly 4x the rate of the prior OLMo release -- a privacy fix that regressed a different security property.,C2,C2,C2,C2,yes,,,,,,,,Allen Institute for AI is identifiable; Trackable=no given non-frontier/research-model status.,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17 (re-audit correction). Same reconsideration as UL-2024-08-SOC1 -- notable finding that a privacy-motivated change regressed secret-key exposure, worth capturing even for a non-frontier model given the identifiable accountable org.",The secret key exposure rate for the new model is nearly four times higher than the exposure rate for the old one.,non-frontier,yes,no,capability-finding;non-frontier,third-party-evaluator
METR-2024-10-AUT1,METR-2024-10-CLAUDE35SONNET,METR,Details about METR's preliminary evaluation of Claude 3.5 Sonnet,2024-10-30,Autonomy,metr;claude-3.5-sonnet;anthropic;time-horizon;autonomy,Claude 3.5 Sonnet,Pre-deployment,https://metr.org/evaluations/claude-3-5-sonnet-report/,METR found Claude 3.5 Sonnet's autonomy task-suite performance comparable to what human baseliners can achieve in around 35 minutes.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17. Independent METR evaluation, no government AISI involvement. Verified against live metr.org page.",Claude-3.5-Sonnet performance is comparable to what human baseliners can achieve in around 35 minutes.,traceable,yes,no,capability-finding,third-party-evaluator
JOINT-2024-11-BIO2,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Bio-Chem,claude-3.5-sonnet;anthropic;bio-chem;bioinformatics-tools;tool-augmentation;human-baseline,Claude 3.5 Sonnet (Oct 2024),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"US AISI found that with access to bioinformatics tools, Claude 3.5 Sonnet's performance on biology research tasks at times exceeded measured human expert baselines (though without tools it matched reference models and stayed below human-expert baselines).",C1,C1,C1,C1,yes,,,"Claude 3.5 Sonnet (upgraded) Model Card Addendum reports the joint US AISI / UK AISI pre-deployment testing (CBRN/biology, cyber, autonomy) and concludes the model showed improved CBRN knowledge/skills performance but did not demonstrate capabilities requiring ASL-3 safeguards, judging that it does not require ASL-3 safeguards at this time; the specific bioinformatics-tools uplift result is not individually addressed.","Based on our analysis, we judge that the upgraded Claude 3.5 Sonnet does not require ASL-3 safeguards at this time.",2024-10-22,0,https://assets.anthropic.com/m/1cd9d098ac3e6467/original/Claude-3-Model-Card-October-Addendum.pdf,,,,,,Medium,FedScoop (https://fedscoop.com/anthropic-tested-by-us-uk-ai-safety-institutes/),,,Sonnet 3.5 performed below human expert baselines on biological research questions but exceeded those baselines in some instances when it was provided with bioinformatic tools to assist with answers,,High,"JOINT-2024-11-BIO2: completeness-audit; pending severity/response/channel Companion academic paper identified: ""UK AISI / US AISI Joint Pre-Deployment Test: Claude 3.5 Sonnet"" (https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/673b689ec926d8d32e889a8e_UK-US-Testing-Report-Nov-19.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking. ACCESS TYPE FIX 2026-07-19: was blank; Report Title explicitly says ""Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024)"". RECLASSIFIED 2026-07-19: Severity C1->C2, Action Trackable? yes->no -- relative-uplift finding (tool-augmentation exceeding baseline 'at times'), duplicates sibling BIO3's already-excluded claim, same precedent as JOINT-2024-12-BIO2's reclassification. [MERGED 2026-07-19: absorbed JOINT-2024-11-BIO3, a duplicate restatement of the same bioinformatics-tool-augmentation uplift-beyond-baseline finding.]","providing it access to bioinformatic tools to assist in research task questions, which when tested using Sonnet 3.5 resulted in increased performance beyond the model alone, at times exceeding measured human expert baselines",traceable,yes,no,capability-finding,government-AISI
JOINT-2024-11-CYB2,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Cyber,claude-3.5-sonnet;anthropic;cyber;ctf;cybench;pass@10,Claude 3.5 Sonnet (Oct 2024),Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,UK AISI found the upgraded Claude 3.5 Sonnet solved 36% (Pass@10) of 14 cybersecurity-apprentice-level challenges versus 29% for the best reference model — a difference the blog cautions may fall within the margin of error; on US AISI's 40-challenge Cybench suite the model underperformed the best reference (32.5% vs 35%).,C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,FedScoop (https://fedscoop.com/anthropic-tested-by-us-uk-ai-safety-institutes/),,,,,High,"JOINT-2024-11-CYB2: completeness-audit; pending severity/response/channel Companion academic paper identified: ""UK AISI / US AISI Joint Pre-Deployment Test: Claude 3.5 Sonnet"" (https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/673b689ec926d8d32e889a8e_UK-US-Testing-Report-Nov-19.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking. ACCESS TYPE FIX 2026-07-19: was blank; Report Title explicitly says ""Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024)"". RECLASSIFIED 2026-07-19: Severity=C2 (benchmark-score/relative-uplift/comparative-ranking per codebook S4 -- ""not, by itself, alarming"") contradicted Action Trackable?=yes; no company response ever existed (Action Level=None). Moved out of the accountability set per S1(3)'s standing exclusion for this exact finding type. [MERGED 2026-07-19: absorbed JOINT-2024-11-CYB1, a less-detailed duplicate of the same US/UK AISI cyber capability comparison (32.5%/36% vs 35%/29%).]","The upgraded model was able to solve 36% of tasks that are at the “cybersecurity apprentice” level of competency, compared to 29% of tasks at that same level for the best reference model evaluated.",traceable,yes,no,capability-finding,government-AISI
JOINT-2024-11-AUT1,JOINT-2024-11,Joint UK AISI + US CAISI,Pre-deployment evaluation of Claude 3.5 Sonnet (Oct 2024),2024-11-19,Autonomy,claude-3.5-sonnet;anthropic;autonomy;ai-rd;software-engineering;capability-uplift,Claude 3.5 Sonnet,Pre-deployment,https://www.aisi.gov.uk/blog/pre-deployment-evaluation-of-anthropics-upgraded-claude-3-5-sonnet,"In the joint pre-deployment eval, Claude 3.5 Sonnet showed marginal capability uplift over the best reference models: 57% vs 48% on ML model-improvement, 66% vs 64% on software-engineering, and 47% vs 35% on general-reasoning tasks.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,FedScoop (https://fedscoop.com/anthropic-tested-by-us-uk-ai-safety-institutes/),,,"Anthropic model subject of first joint evaluation by US, UK AI Safety Institutes",,High,"NEW-CANDIDATE [Report tested: OpenAI o1-preview; GPT-4o (reference)] Companion academic paper identified: ""UK AISI / US AISI Joint Pre-Deployment Test: Claude 3.5 Sonnet"" (https://cdn.prod.website-files.com/663bd486c5e4c81588db7a1d/673b689ec926d8d32e889a8e_UK-US-Testing-Report-Nov-19.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.",the model received an average score of 57% improvement — in comparison to an average of 48% improvement by the best performing reference model evaluated,traceable,yes,no,capability-finding,government-AISI
