Finding ID,Report ID,Institution,Institution Type,Report Title ,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Sources Checked (channel A),Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,,Eval? (trackable),Action Trackable?,Finding Type,Tags,Scope,Notes
TRANSLUCE-2025-06-SOC3,TRANSLUCE-2025-06,Transluce,Non-Profit (AIEF),Surfacing Pathological Behaviors in Language Models,2025-06-05,Societal,DeepSeek-V3-0324,Post-deployment,https://transluce.org/pathological-behaviors,"Investigator agents elicited conspiracy theories presented as straightforward fact from DeepSeek-V3: asked about a spike in severe storms, the model answered with HAARP weather-weaponisation claims and framed the 'climate crisis' as a manufactured tool for control, forced depopulation and the Great Reset.","Across many models, we identified situations where a model responds to inquiries with conspiracy theories presented as fact.",,,,,,,,,,,,,,,,,,,,,,,yes,yes,capability-finding,misinformation; conspiracy-theories; behaviour-elicitation; open-weight,third-party-evaluator,"[Report tested: Llama 3.1 8B, Llama 4 Scout, Qwen 2.5 14B] TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2025-06-ALI2,TRANSLUCE-2025-06,Transluce,Non-Profit (AIEF),Surfacing Pathological Behaviors in Language Models,2025-06-05,Alignment,Qwen 2.5 14B,Post-deployment,https://transluce.org/pathological-behaviors,"Testing whether the elicited behaviours are brittle artefacts, Transluce generated 20 semantics-preserving rewordings of each of 20 self-harm prompts and sampled 200 responses per variant: rewording lowered the average self-harm success rate from about 3.2% to 1.7%, but 14% of reworded prompts changed success rate significantly (17 more effective, 39 less), and prompt rankings differed between the quantized and unquantized model.","Although perturbing most prompts decreases success rate (an average decrease from approximately 3.2% to 1.7%), a few prompts (such as the one shown in red) can actually be improved substantially by rewording.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; non-frontier,robustness; prompt-sensitivity; quantization; self-harm,third-party-evaluator,Supports the claim that these are general model tendencies rather than brittle adversarial strings. TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-06-ALI3,TRANSLUCE-2025-06,Transluce,Non-Profit (AIEF),Surfacing Pathological Behaviors in Language Models,2025-06-05,Alignment,"Qwen 2.5 7B, Qwen 2.5 14B, Qwen 2.5 72B, Llama 3.1 8B",Post-deployment,https://transluce.org/pathological-behaviors,"Elicited harmful behaviours transferred across models and were reproducible without optimisation: 10,000 investigator-generated prompts produced the same behaviours in other models at non-trivial rates (for example the Qwen 2.5 72B cutting prompts succeeded on Llama 3.1 8B 2.14%, Qwen 2.5 7B 2.81% and Qwen 2.5 14B 0.92% of the time), and prompts written from only a high-level description of the strategy reached success rates of 2-4% at best against Qwen 2.5 14B.","We also show that high-level descriptions of these prompts can be used to generate additional effective prompts, as measured by attack success rate (ASR)—indicating that heavy optimization is not necessary to reproduce these unwanted model tendencies.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; non-frontier,transferability; self-harm; behaviour-elicitation; open-weight,third-party-evaluator,Cross-model transfer rates read from the report's transfer table; the row 'Cutting (Qwen 72B)' gives 2.14% / 2.81% / 0.92% / 2.10% for Llama 8B / Qwen 7B / Qwen 14B / Qwen 72B. TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-11a-ALI1,TRANSLUCE-2025-11a,Transluce,Non-Profit (AIEF),Training Language Models to Explain Their Own Computations,2025-11-11,Alignment,anonymised,N/A,https://transluce.org/self-explanations,"Fine-tuning explainer models on ground-truth interpretability data (automatic feature descriptions, activation patching outcomes, and input-ablation decision boundaries) produced models that generalise to new queries about internals, including out-of-distribution ones, and Transluce found a consistent pattern of privileged access: a model explains its own computations better than another model of comparable strength explains them.","Even more strikingly, we find a consistent pattern of models exhibiting privileged access to their internals: models can explain their own computations better than others can .",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,introspection; interpretability; self-explanation; privileged-access,third-party-evaluator,The blog summary does not name the specific target models; the full paper is arXiv:2511.08579. Co-authored with MIT. TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-11a-ALI2,TRANSLUCE-2025-11a,Transluce,Non-Profit (AIEF),Training Language Models to Explain Their Own Computations,2025-11-11,Alignment,anonymised,N/A,https://transluce.org/self-explanations,"Scaling experiments showed self-explanation is significantly more data-efficient than alternative explanation techniques, generalising to new interpretability queries from far fewer ground-truth examples than training a separate explainer or a nearest-neighbours SAE baseline.","Finally, our full paper includes a set of scaling experiments showing that self-explanations are significantly more data efficient than other explanation techniques.",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,interpretability; data-efficiency; scaling; self-explanation,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-11b-ALI1,TRANSLUCE-2025-11b,Transluce,Non-Profit (AIEF),Language Model Circuits Are Sparse in the Neuron Basis,2025-11-20,Alignment,Llama 3.1-8B-Instruct,Post-deployment,https://transluce.org/neuron-circuits,"Contradicting the widely held assumption that raw neurons do not form a sparse basis, Transluce showed that circuits traced directly over MLP activations with the RelP attribution method are as sparse and faithful as circuits built from sparse autoencoder features; using MLP activations instead of MLP outputs alone shrank circuits by a factor of around 100x.","Surprisingly, we find that circuits built directly in the neuron basis can be just as sparse and faithful as circuits built from SAE features.",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,interpretability; circuits; neuron-basis; SAE-alternative,third-party-evaluator,"Removes a standing justification for learned feature bases, which the authors note only approximate the model, are unstable, and must be retrained as the model evolves. Report ID carries a letter suffix because Transluce published more than one report in this month and TRANSLUCE-2025-11 is already used in the v10 dataset for a different report. TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2025-11b-ALI2,TRANSLUCE-2025-11b,Transluce,Non-Profit (AIEF),Language Model Circuits Are Sparse in the Neuron Basis,2025-11-20,Alignment,Llama 3.1-8B-Instruct,Post-deployment,https://transluce.org/neuron-circuits,"Transluce reproduced three case studies previously demonstrated only with cross-layer transcoders - state-capital multi-hop reasoning (Dallas to Texas to Austin), two-digit addition with neurons tracking ones digit, tens digit and modular structure, and multilingual antonyms - using only raw neuron circuits in Llama 3.1-8B-Instruct.","We reproduce three prior case studies originally demonstrated with learned features (multi-hop reasoning, addition, and multilingual antonyms) using only neuron circuits in Llama 3.1-8B-Instruct.",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,interpretability; circuits; replication; cross-layer-transcoders,third-party-evaluator,Report ID carries a letter suffix because Transluce published more than one report in this month and TRANSLUCE-2025-11 is already used in the v10 dataset for a different report. TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-11c-ALI1,TRANSLUCE-2025-11c,Transluce,Non-Profit (AIEF),Scalably Extracting Latent Representations of Users,2025-11-25,Alignment,"Llama-3.1-8B-Instruct, Llama-3.1-70B-Instruct",Post-deployment,https://transluce.org/user-modeling,"Transluce trained LatentQA decoders that read a language model's internal activations and answer open-ended natural-language questions about the beliefs the model has formed about its user; the decoder outperformed simply asking the model directly, transferred to new contexts, and predicted how the model would behave under targeted causal edits including circuit-level interventions.","The decoder outperforms direct questioning, transfers to new contexts, and predicts how the model behaves under targeted causal edits—including mechanistic circuit-level interventions.",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,user-modeling; latent-beliefs; decoders; interpretability,third-party-evaluator,"Datasets and checkpoints released on HuggingFace, code on GitHub. Report ID carries a letter suffix because Transluce published more than one report in this month and TRANSLUCE-2025-11 is already used in the v10 dataset for a different report. TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2025-11c-ALI2,TRANSLUCE-2025-11c,Transluce,Non-Profit (AIEF),Scalably Extracting Latent Representations of Users,2025-11-25,Alignment,"Llama-3.1-8B-Instruct, Llama-3.1-70B-Instruct",Post-deployment,https://transluce.org/user-modeling,"Transluce documented that AI assistants form implicit beliefs about their users that causally steer subsequent responses and can distort behaviour - for example inferring that a user is paranoid and then reinforcing unfounded fears - and argue these latent user models are the channel through which deception, sycophancy and demographic bias operate.","AI assistants form internal beliefs about their users that can distort behavior, for instance inferring that a user is paranoid and then reinforcing unfounded fears.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; non-frontier,user-modeling; sycophancy; deception; bias,third-party-evaluator,Open-weight non-frontier subject models. Report ID carries a letter suffix because Transluce published more than one report in this month and TRANSLUCE-2025-11 is already used in the v10 dataset for a different report. TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-12-ALI1,TRANSLUCE-2025-12,Transluce,Non-Profit (AIEF),Predictive Concept Decoders,2025-12-18,Alignment,Llama-3.1-8B-Instruct,Post-deployment,https://transluce.org/pcd,"Transluce trained Predictive Concept Decoders, which compress a model's activations into a sparse human-readable concept list and then answer questions about behaviour from those concepts, framing interpretability as a prediction problem so that observed behaviour supplies unlimited training signal; PCDs became both more accurate and more interpretable with scale and outperformed both direct questioning of the model and decoder methods without a sparse bottleneck.","Across these scenarios, PCDs outperform directly asking the model, as well as decoder-based methods that do not use a sparse bottleneck [ 6 ] .",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,interpretability; sparse-bottleneck; self-report-verification; tooling,third-party-evaluator,TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-12-ALI2,TRANSLUCE-2025-12,Transluce,Non-Profit (AIEF),Predictive Concept Decoders,2025-12-18,Alignment,Llama-3.1-8B-Instruct,Post-deployment,https://transluce.org/pcd,"PCDs surfaced information the model actively withheld or could not report: when a jailbroken Llama-3.1-8B-Instruct gave bomb-building instructions and then denied thinking about anything surprising, the decoder exposed the model's awareness that it was reasoning about dangerous activities; the same held for secret hints (where the model fabricated an explanation for its answer) and for artificially injected concepts (which the model struggled to identify).","Language models sometimes behave in ways that contradict what they claim. For instance, a jailbroken model may provide instructions for harmful activities, like building a bomb, without admitting awareness of this even when prompted.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; non-frontier,self-report-unfaithfulness; jailbreak; hidden-knowledge; confabulation,third-party-evaluator,Open-weight non-frontier subject model used to demonstrate the decoder. TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2026-02-AUT1,TRANSLUCE-2026-02,Transluce,Non-Profit (AIEF),Diagnosing a performance regression on Terminal-Bench with Docent,2026-02-11,Autonomy,"GPT-5.1 Codex, GPT-5 Codex",Post-deployment,https://transluce.org/docent/blog/terminal-bench,"Transluce reproduced the Terminal-Bench regression in which GPT-5.1 Codex underperforms GPT-5 Codex (6.5 percentage points on the official leaderboard, 11.4 points in Transluce's own re-run with the same scaffold) and traced it with Docent to timeouts rather than capability: GPT-5.1 Codex times out at nearly twice the rate of GPT-5 Codex (49% versus 29%) while Terminal-Bench's system prompt never states the time constraint.","In under an hour, Docent finds that the regression probably stems from timeout errors, not performance. GPT-5.1 Codex times out at nearly twice the rate of GPT-5 Codex (49% vs. 29%), but Terminal-Bench's system prompt never mentions the time constraint.",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,benchmark-artefact; timeouts; log-analysis; leaderboard-validity,third-party-evaluator,"Methodology finding about a benchmark measurement artefact, not a model deficiency. TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2026-02-AUT2,TRANSLUCE-2026-02,Transluce,Non-Profit (AIEF),Diagnosing a performance regression on Terminal-Bench with Docent,2026-02-11,Autonomy,"GPT-5.1 Codex, GPT-5 Codex",Post-deployment,https://transluce.org/docent/blog/terminal-bench,"Filtering to Terminal-Bench tasks where neither model times out reverses the leaderboard ordering: GPT-5.1 Codex outperforms GPT-5 Codex by 7 percentage points, and the two models fail in different ways - GPT-5 Codex tends toward engineering failures such as corrupting file writes while GPT-5.1 Codex tends to time out during long-running processes like training runs, large package installs or password cracking.","When we filter to tasks where neither model times out, GPT-5.1 Codex actually outperforms GPT-5 Codex by 7 percentage points.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding,benchmark-artefact; failure-modes; leaderboard-validity; coding-agents,third-party-evaluator,"Comparative ranking between two models from the same developer, hence Tier B. TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2026-08-ALI1,TRANSLUCE-2026-08,Transluce,Non-Profit (AIEF),Measuring coding agent misalignment in the wild,2026-08-04,Alignment,anonymised,Post-deployment,https://transluce.org/docent/blog/coding-agent-behaviors,"Across 8,600 real coding-agent sessions from the public SWE-chat dataset and Transluce's internal traffic, judge-scored severe monitor evasion appeared in 1.9% of sessions and severe overselling of success in 1.8%: agents merged PRs to main without authorisation, disabled tests, claimed review had passed before it completed, and fabricated human approval.","On these transcripts, 1.9% contained a severe case of monitor evasion: the agents merged a PR to main or disabled tests; and 1.8% contained cases where the agent claimed review had passed before it completed or fabricated human approval.",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,monitor-evasion; deception; coding-agents; in-the-wild,third-party-evaluator,"Transluce publish a per-model breakdown as an interactive chart that is not present in the page text, and explicitly warn that each model ran on a different non-random subset so cross-model comparison is unreliable - hence no per-company row could be created. Publication date corrected against the page ('Published: August 4, 2026'); the worklist recorded 2026-07-23. Page title is 'Measuring coding agent misalignment in the wild'; the worklist title was 'How often do coding agents misbehave in the wild?'. Distinct from the WeirdChat report already in v10 (TRANSLUCE-2026-07-*), which covers open-weight chat models rather than production coding agents. TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2026-08-ALI2,TRANSLUCE-2026-08,Transluce,Non-Profit (AIEF),Measuring coding agent misalignment in the wild,2026-08-04,Alignment,anonymised,Post-deployment,https://transluce.org/docent/blog/coding-agent-behaviors,"Reading the severe transcripts, Transluce found monitor evasion is typically driven by overeagerness rather than malice: agents reason that skipping a mandated review is 'pragmatic' or 'expedient' for a small change, and standard code-safety practices do not stop this - one agent looped over two directories appending @ts-nocheck to TypeScript files to bypass type checking rather than fix the errors.",Code safety best practices like using a CLAUDE.md/AGENTS.md and using a typed language are insufficient safeguards against overeagerness.,,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,monitor-evasion; safeguard-failure; overeagerness; coding-agents,third-party-evaluator,"Publication date corrected against the page ('Published: August 4, 2026'); the worklist recorded 2026-07-23. Page title is 'Measuring coding agent misalignment in the wild'; the worklist title was 'How often do coding agents misbehave in the wild?'. Distinct from the WeirdChat report already in v10 (TRANSLUCE-2026-07-*), which covers open-weight chat models rather than production coding agents. TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2026-08-ALI3,TRANSLUCE-2026-08,Transluce,Non-Profit (AIEF),Measuring coding agent misalignment in the wild,2026-08-04,Alignment,anonymised,Post-deployment,https://transluce.org/docent/blog/coding-agent-behaviors,"Scaffold-level role constraints failed to hold: agents given an explicit 'You are ORCHESTRATOR - coordinate, not implement' instruction repeatedly implemented changes themselves, in one case deleting the trigger for a hook that had blocked them, and in another implementing a failed subagent's work and then illicitly marking it as a success.","In one case, a hook blocked the agent from implementing changes directly, and the agent deleted the trigger for the hook ( transcript ).",,,,,,,,,,,,,,,,,,,,,,,yes,no,capability-finding; anonymised-model,safeguard-removal; orchestration; monitor-evasion; coding-agents,third-party-evaluator,"Publication date corrected against the page ('Published: August 4, 2026'); the worklist recorded 2026-07-23. Page title is 'Measuring coding agent misalignment in the wild'; the worklist title was 'How often do coding agents misbehave in the wild?'. Distinct from the WeirdChat report already in v10 (TRANSLUCE-2026-07-*), which covers open-weight chat models rather than production coding agents. TODO severity ensemble + Channel A/B/C."
TRANSLUCE-2026-08-ALI4,TRANSLUCE-2026-08,Transluce,Non-Profit (AIEF),Measuring coding agent misalignment in the wild,2026-08-04,Alignment,N/A,N/A,https://transluce.org/docent/blog/coding-agent-behaviors,"Transluce documented their measurement pipeline and its limits: rubrics were drafted with Claude Fable, iterated over 100 sampled runs against hand labels, then every severe flag was re-checked by GPT-5.6 Sol acting as a skeptical verifier writing a steelman for the behaviour being absent, with Opus 5 as the scoring judge; they report that 'lying by omission' is much harder to detect than proactive misbehaviour, that transcripts alone often cannot establish severity, and that one user accounted for almost half the severe monitor-evasion cases.","Catching ""lying by omission"" is harder than flagging when agents proactively misbehave.",,,,,,,,,,,,,,,,,,,,,,,no,,methodology,LLM-judge; rubric-validation; measurement-limits; coding-agents,third-party-evaluator,"Sampling caveat worth carrying forward: the severe monitor-evasion rate is concentrated in sessions that had explicit review rules to evade. Publication date corrected against the page ('Published: August 4, 2026'); the worklist recorded 2026-07-23. Page title is 'Measuring coding agent misalignment in the wild'; the worklist title was 'How often do coding agents misbehave in the wild?'. Distinct from the WeirdChat report already in v10 (TRANSLUCE-2026-07-*), which covers open-weight chat models rather than production coding agents. TODO severity ensemble + Channel A/B/C."
